Childrens_Homes,LAT,LON,ALT,Context,label,score,label_numeric
Les Grillons,45.07128,4.326289,1067,"ns, the home where I lived from the time that I 
arrived in Le Chambon-sur-Lignon in the beginning of 1943, until I left 
in late 1943, it was called Les Grillons. And Daniel Trocme was the den 
father, I guess you would call it, who looked after us in that house. 

Here is a group shot taken in front of Les Gr",fear,0.713840127,2
Les Grillons,45.07128,4.326289,1067,"illons. And Daniel Trocme was the den 
father, I guess you would call it, who looked after us in that house. 

Here is a group shot taken in front of Les Grillons. You can see the 
building in the back. This is a picture probably of all the kids who were 
housed there. You can see that there are some very young",neutral,0.600875199,4
Les Grillons,45.07128,4.326289,1067,"ycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only saw Mr. T.). 
Sunday, January 17, 1943 
I got up at the strok",fear,0.766651452,2
Les Grillons,45.07128,4.326289,1067,"med Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up",neutral,0.4402255117893219,4
Les Grillons,45.07128,4.326289,1067,", to the population at 
large. We were looked after and fed. And every so often, we would be told 
to suddenly leave the classroom or leave our home, Les Grillons, and go 
pick mushrooms. Go, everybody, into the woods. Later on we learned that 
when that happened, it was the result of an anonymous phone call to",fear,0.746327817,2
Les Grillons,45.07128,4.326289,1067,"out. So I said, there's one God for 
everybody. I don't care about religion anymore, because religion makes a 
lot of bad things, and I was hidden in Les Grillons, and Mr. Trocme, Mr. 
Andre Trotman had two houses, La Maison des Roches, where big boys were 
there. And I think, I don't really know, I think they ",disgust,0.39677587151527405,1
Les Grillons,45.07128,4.326289,1067,". And I think, I don't really know, I think they met the resistance, 
and we were smaller. I was the oldest 17 years old, and this was Les 
Grillons, Les Grillons, and at les Roches, there were too many boys. We 
had three of them in our house. And I went to school. There was a very 
well known College in Chamb",neutral,0.5473082661628723,4
Les Grillons,45.07128,4.326289,1067," The one I told him to escape. It was Jean Sobel. 
He was Belgic, Belgium. And the parents came, and the WIZO came, and 
first they took me back from Les Grillons to Le Puy, because they didn't 
have a place for me yet. And as I arrived to Le Puy, I had the pleasure 
to see my brother. My brother was there. He ",fear,0.5559449791908264,2
Les Grillons,45.07128,4.326289,1067,"er had a lot of 
work to do, but they were very, very nice to us, really. They treated us 
very, very well.

I was with a Jewish girl from Belgium in Les Grillons. I was with Jewish 
kids, and other kids whose parents were in the resistance. We were well 
hidden. But I was very, very well treated. 


﻿My name i",joy,0.9723564982414246,3
Les Grillons,45.07128,4.326289,1067," my husband came back, and it was decided that the people 
could come in Le Chambon-sur-Lignon.

And so the first house was opened, and it was called Les Grillons, the 
crickets. And in that house was a cousin of my husband who came. He was a 
teacher.

He was a teacher in a very well-known French school, a hig",joy,0.3348856270313263,3
Les Grillons,45.07128,4.326289,1067,"me up and we'll find something for you to do. And so Daniel Trocme came 
up and became the director of one of those homes for children. The home 
was Les Grillons. Of course, many Jews were living in that home. Pretty 
soon, the director of another one of these homes could not continue his 
work. I don't rememb",sadness,0.4007679522037506,5
Les Roches,45.05262,4.321041,959,"Chambon-sur-Lignon is, we need to get out. 
We need to get out of the country. And I told my friends and I told the 
young people in the student home Les Roches. There were some friends of 
my husband there; there was a map on the wall and I said, ""You see where 
we are here and this is where we have to go,"" ",fear,0.5237355828285217,2
Les Roches,45.05262,4.321041,959,"t really know, I think they met the resistance, 
and we were smaller. I was the oldest 17 years old, and this was Les 
Grillons, Les Grillons, and at les Roches, there were too many boys. We 
had three of them in our house. And I went to school. There was a very 
well known College in Chambon-sur-Lignon, and ",neutral,0.41975635290145874,4
Maison des de Roches,45.05262,4.321041,959,"y night we could hear Radioland, 
and they said to Radioland and but they didn't arrest nobody at Les 
Grillons. But they arrested all the boys at La Maison des de Roches, but 
one, because he saved German soldier. He was drowning, drowning, and he 
saved his life.  So everybody was arrested but one. And then I remembe",fear,0.46629053354263306,2
Maison des Roches,45.05262,4.321041,959,"s of the Huguenots, mostly Protestant 
population. And they had two homes for victims of war to be able to 
continue their studies. I was assigned to Maison des Roches. Amazingly, 
it was a ministerial decision. I have still the documents that conducted 
me to Chambon-sur-Lignon. 
In 1941. 
Yeah, must have been June",surprise,0.3689694106578827,6
Maison des Roches,45.05262,4.321041,959,"e been June, 19. 
Before. Must have been, no, it must have been April, April in 1941. 
In Chambon-sur-Lignon, we, or I, I should say, was welcomed in Maison des Roches, 
which means the house of rocks, which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approxima",joy,0.9538028240203857,3
Maison des Roches,45.05262,4.321041,959,"eligion anymore, because religion makes a 
lot of bad things, and I was hidden in Les Grillons, and Mr. Trocme, Mr. 
Andre Trotman had two houses, La Maison des Roches, where big boys were 
there. And I think, I don't really know, I think they met the resistance, 
and we were smaller. I was the oldest 17 years old, ",neutral,0.3600849211215973,4
Maison des Roches,45.05262,4.321041,959,"e also from a camp, from, they were Spanish and they 
had sleds. It was snow there, and they had sleds, and we put our luggage 
on, and we marched to Maison des Roches. That's the house of the rocks, 
and that was the home where 24 students lived, and there's 24 students. 
We have about eight, nine countries, Poland",neutral,0.6032722592353821,4
Maison des Roches,45.05262,4.321041,959,"ghbor sheltered Jews, and these people, it was just a solemn secret, 
and was, in one way, unique in this world. Pastor Trocme came oftentimes 
to La Maison des Roches and spoke to us and cautioned us that we have to 
be constantly on the alert. And it so happened that German intelligence 
found out that there are s",fear,0.8140747547149658,2
Maison des Roches,45.05262,4.321041,959,"ugene Cotte, near Le Chambon-sur-Lignon, and he sheltered me 
at night. 

No one was with me. I was alone. Next morning, I would walk back to, to 
La Maison des Roches, and we made out the sign, if it's safe to come 
back, the shutters of one specific room are open, and if they are closed, 
then go right back to you",fear,0.9265031814575195,2
Maison des Roches,45.05262,4.321041,959,"ever knew the man.  That all was 
done through the underground and through Tracy Strong and his 
connections.

This picture is Chambon-sur-Lignon. La Maison des Roches, some of the 
students and people that lived in the, in that house. And you can see me 
right here. The second one from the right. And here's Alfred ",neutral,0.8942461013793945,4
Pension De Famille,45.07128,4.326289,1067,"rth certificate, sewn in the lining of my jacket. 

We're looking at a postcard that was taken probably in the late 1930s of 
a house which is marked Pension De Famille. It was a boarding house or a 
bed and breakfast, if you will. And that house, a solid house built of 
rocks, the Les Grillons, the home where I live",neutral,0.5845566987991333,4
Rohnert,45.05262,4.321041,959,"alary.

And he came and was the head of this house for a certain amount of time. 
Afterwards, he went and took care also of the second house, called 
Rohnert, young people, and he was arrested, this is Daniel Trocme, by the 
Gestapo, and never came back.

He finished his life in Majdanek. It was an executi",anger,0.3281981348991394,0
the crickets,45.07128,4.326289,1067,"cme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 o",fear,0.4730643033981323,2
the crickets,45.07128,4.326289,1067,"the countryside. They came 
back to the camp.

It was better than nothing. And so, the whole bunch could come, and they 
came, but they did not go to the crickets. The crickets were younger 
children.

Those went in another home, who was settled also, for them, with great 
help of the Swiss friends. This was ca",disgust,0.25374287366867065,1
the crickets,45.07128,4.326289,1067,"e. They came 
back to the camp.

It was better than nothing. And so, the whole bunch could come, and they 
came, but they did not go to the crickets. The crickets were younger 
children.

Those went in another home, who was settled also, for them, with great 
help of the Swiss friends. This was called La Guespy",neutral,0.2171073853969574,4
