Features,Context,label,score,label_numeric
school,"to it that we went to school every day and that we get 
on with our education. It usually meant long hikes from the house where 
we lived down to the school and on the way back, we usually came back up 
with supplies in the village. It was difficult to get shoes. For example, 
Daniel Trocme would scrounge",fear,0.9063274264335632,2
school,"forth and I was sent to a 
town called Figeac in the lot department as a boarding student. 
 
They tried to keep us busy first of all. Now during the school months, 
between walking to school, coming back with supplies, doing your 
homework, by the time you were finished, it was time to go to bed and get ",fear,0.6743572950363159,2
school,"led Figeac in the lot department as a boarding student. 
 
They tried to keep us busy first of all. Now during the school months, 
between walking to school, coming back with supplies, doing your 
homework, by the time you were finished, it was time to go to bed and get 
ready for the next day. Our stay o",fear,0.48214054107666016,2
school,"y wits about it. I just 
don't go to pieces. 
 
I'm not going into town and mixing. About the closest that I might come 
to mixing with others was in school. I knew that some of these classmates 
also were Jewish refugees hidden from Germany or wherever their origins 
were but I didn't know where they liv",fear,0.5858289003372192,2
school,"dden from Germany or wherever their origins 
were but I didn't know where they lived. We didn't exchange addresses, if 
you will and we would meet in school but there too, they basically kept 
us busy. Okay, they kept our noses to the grind stone and there wasn't 
that much dialog going on and when it cam",neutral,0.8365587592124939,4
school,"s one of the very few people 
that was arrested in Le Chambon-sur-Lignon and died. Andre Trocme was 
also arrested together with the principal of the school, someone named 
Theis and they were locked up for thirty days until for some reason the 
Germans released them after thirty days. They came back to L",sadness,0.5700497627258301,5
school,"I am sad and weary. During rest hour Mrs. Cavaillon called me. She 
received a letter asking whether she wanted to send some children to a very nice 
school in Haute-Loire at an elevation of one thousand meters.  She selected me 
and another boy. I'll be able to go there but she is afraid that perhaps I 
",sadness,0.9715542197227478,5
school,"arried) wrote a letter to Mr. Trocmé in 
which she asked him if he did not have an opening for me at his place. I had 
asked her to allow me to go to school. She gave this letter to a young girl, Simone 
Fullenbaum, who  lived  previously  at  Les  Caillols  and  now  lives  at  Les 
Grillons  with  Mr. T",sadness,0.37610960006713867,5
school,"played and thought a lot about you. There 
are children here in various situations (some like me). 
Monday, January 18, 1943 
Mr. T. [Trocmé] gave us school textbooks and notebooks. Tomorrow we'll go 
to school. I changed my room and I now sleep on the second floor. 
Tuesday, January 19, 1943 
Today I wen",fear,0.5050956606864929,2
school,"n here in various situations (some like me). 
Monday, January 18, 1943 
Mr. T. [Trocmé] gave us school textbooks and notebooks. Tomorrow we'll go 
to school. I changed my room and I now sleep on the second floor. 
Tuesday, January 19, 1943 
Today I went to school for the first time. Every day we have to c",fear,0.8733000159263611,2
school,"books and notebooks. Tomorrow we'll go 
to school. I changed my room and I now sleep on the second floor. 
Tuesday, January 19, 1943 
Today I went to school for the first time. Every day we have to cover twelve kilometers 
in the snow. It is much colder here than in Marseilles. I attend fifth class but 
n",fear,0.7699326276779175,2
school," is much colder here than in Marseilles. I attend fifth class but 
no Latin. I got here one trimester too late. 
Wednesday, January 20, 1943 
I go to school. Often think of you. I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared",fear,0.6603831648826599,2
school,"n the Protestants were being massacred, literally massacred by the 
thousands by, in Catholic France. 
And so I found shelter there. I, I was sent to school, to a school that 
they had organized, which was called the College Cevenol. As a matter of 
fact, that school is a private school today that still, ",fear,0.47565537691116333,2
school,"ants were being massacred, literally massacred by the 
thousands by, in Catholic France. 
And so I found shelter there. I, I was sent to school, to a school that 
they had organized, which was called the College Cevenol. As a matter of 
fact, that school is a private school today that still, still is in 
",disgust,0.6171730756759644,1
school," found shelter there. I, I was sent to school, to a school that 
they had organized, which was called the College Cevenol. As a matter of 
fact, that school is a private school today that still, still is in 
existence. We, under the circumstance, and in retrospect, lived a fairly 
good life. There being v",joy,0.6248595714569092,3
school,". I, I was sent to school, to a school that 
they had organized, which was called the College Cevenol. As a matter of 
fact, that school is a private school today that still, still is in 
existence. We, under the circumstance, and in retrospect, lived a fairly 
good life. There being villagers, we, I mean",neutral,0.3830612599849701,4
school,", and we left, and we went nowhere. We went, and wait, and when the 
alert was gone, we came back. It was like this all the time. That day I 
went to school to pick them up, I put them both on my bicycle and we were 
up in the mountain. We stayed there with a farmer who was wonderful with 
me. The main th",fear,0.5004976987838745,2
school,"o do something. And 5,000 villagers hid 
5,000 Jews. 
So Le Chambon-sur-Lignon was a fantastic place. And there was a little, tiny 
children boarding school there. And my children were there many times. 
Every time, something was wrong, every time I wasn't sure what was going 
to happen, I would bring the",fear,0.9296371936798096,2
school,"ons. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available. And we did indeed attend school. 
I attended, for example, in the second grade in French. I was among little 
children, which they found very amusing. I didn't think so myself, but ",joy,0.8399225473403931,3
school,"on-sur-Lignon and 
she would have a job for me. During the summer time, I could take care of 
Pastor Trocmé's children and in the fall, I could go to school. So my 
parents' decided this was a much better solution for their daughter and I 
wasn't very happy to leave my parents, but I went to Le Chambon-su",sadness,0.5716429948806763,5
school,"t I was taking care of Jean-Pierre, who was 12, Jacques, 
who was 10, and Daniel, who was 7. And this was summer time and the 
children did not go to school, so you had to take care of the children 
from the day, from the moment they opened their eyes til the moment they 
closed their eyes. They were very",fear,0.5428237915039062,2
school,"was called La Guespy. If you want to come to that 
period now that I was first in Le Chambon-sur-Lignon during the summer. 
Right?  And then when the school started, I moved to La Guespy. And when 
I came to La Guespy, the children from Gurs were, had already arrived, I 
think a day or 2 before. And there",fear,0.6408366560935974,2
school," hands. That's 
what it was. You, you had to hold their hands because they were alone. 
All of them. Each one of them. Then I was told I should go to school and 
I was glad to go to school. There was only one other person who could go 
to school because the school was, of course, already high school and y",joy,0.9289838671684265,3
school,", you had to hold their hands because they were alone. 
All of them. Each one of them. Then I was told I should go to school and 
I was glad to go to school. There was only one other person who could go 
to school because the school was, of course, already high school and you 
had to know French in order ",joy,0.9386650323867798,3
school,"ll of them. Each one of them. Then I was told I should go to school and 
I was glad to go to school. There was only one other person who could go 
to school because the school was, of course, already high school and you 
had to know French in order to go to school. And the other children did 
not know, ex",joy,0.9829467535018921,3
school,"e of them. Then I was told I should go to school and 
I was glad to go to school. There was only one other person who could go 
to school because the school was, of course, already high school and you 
had to know French in order to go to school. And the other children did 
not know, except one boy. So th",joy,0.9910078644752502,3
school,"go to school and 
I was glad to go to school. There was only one other person who could go 
to school because the school was, of course, already high school and you 
had to know French in order to go to school. And the other children did 
not know, except one boy. So the boy was Jean Nallet, and I, we wen",joy,0.9890824556350708,3
school,"as only one other person who could go 
to school because the school was, of course, already high school and you 
had to know French in order to go to school. And the other children did 
not know, except one boy. So the boy was Jean Nallet, and I, we went to 
school. And we went to school each day so I don",neutral,0.5667202472686768,4
school,"ou 
had to know French in order to go to school. And the other children did 
not know, except one boy. So the boy was Jean Nallet, and I, we went to 
school. And we went to school each day so I don't really know what 
happened in the little house during the day. I only know that in the 
evening when I cam",neutral,0.42035847902297974,4
school,"in order to go to school. And the other children did 
not know, except one boy. So the boy was Jean Nallet, and I, we went to 
school. And we went to school each day so I don't really know what 
happened in the little house during the day. I only know that in the 
evening when I came home I tried to teach",neutral,0.3322099447250366,4
school,"entially, I had to 
study a lot. So I studied til ll o'clock at night. Then I got up at 6 
o'clock in the morning to study some more before I went to school. And 
went to school with Jean.  
 
This I, I started school in September and in November, I got a letter 
from my father saying, ""Drop everything. W",fear,0.7516825199127197,2
school,"tudy a lot. So I studied til ll o'clock at night. Then I got up at 6 
o'clock in the morning to study some more before I went to school. And 
went to school with Jean.  
 
This I, I started school in September and in November, I got a letter 
from my father saying, ""Drop everything. We have an American vi",fear,0.7489781975746155,2
school,"at night. Then I got up at 6 
o'clock in the morning to study some more before I went to school. And 
went to school with Jean.  
 
This I, I started school in September and in November, I got a letter 
from my father saying, ""Drop everything. We have an American visa. And 
come to Lyon tomorrow.""  And th",fear,0.6386275291442871,2
school,"e Chambon-sur-Lignon, and she was the lady that invited me to become the 
Pastor Trocme's au pair, and she herself was the teacher for German at 
the school. And when was this taken in 1941 and where was this taken in 
Le Chambon-sur-Lignon.

We're looking at the picture of the girls in Le Chambon-sur-Lig",neutral,0.42787638306617737,4
school,"lping us communicate 
with the people here. She's only a little older than us.
Age 16, February 1942, Le Chambon-sur-Lignon, France 
I'm not going to school, so I help out in the kitchen here. I help cook potatoes, when we have 
them. And sometimes I go down to the village and shop for food. I do cleanup ",fear,0.5588471293449402,2
school,"l over the plateau, on farms and in people's homes. 
It's Martin and me and my friend Walter hiding here. Mostly we sit around and play cards. After 
school, Rene Riviere and his cousin Helene Veillith and Jacques Rousseau come home. They're 
really nice. Jacques and his mother, Madame Rousseau, are stayi",fear,0.4431769847869873,2
school,"ng for it the 
other day. I can't find it. So, so I went back into hiding. And she says, you'll 
hear from me. So meanwhile, the pastor's son and the school superintendent's son, 
were both Boy Scouts. We were both together in the Boy Scouts, same troop. So we, 
they rented a bicycle for me. And I had my ",neutral,0.4100923240184784,4
school,"n cards, false 
papers, and even work.

I was given work. As a matter of fact, they tried to teach me a 
profession as a carpenter.  I didn't go to a school. I went to a, what 
you call a workshop, wood workshop, which was also handled by the Swiss 
Red Cross. And in 1943 my brother, myself, we were arres",anger,0.5524449348449707,0
school,"for America. I think it was February or March of 1942. And we were 
a nice group of youngsters. 

Well,  I  was  one  of  those  who  didn't  go  to  school.  Madame  
Trocmé,  to  this  day,  cannot understand how it happened that I did not 
go to school. How her husband let this pass. So I didn't. I fel",sadness,0.3842531144618988,5
school,"ell,  I  was  one  of  those  who  didn't  go  to  school.  Madame  
Trocmé,  to  this  day,  cannot understand how it happened that I did not 
go to school. How her husband let this pass. So I didn't. I felt, I did 
not speak French at the time, and I felt well, here I am, 17 years old, 
almost 17, and t",sadness,0.5934883952140808,5
school,"o ran 
the homes because there was more than one eventually. But not with us, 
individually. 
 
The daily life is that most of the youngsters went to school, obviously. 
It was a very routine life in a children's home if you wish. It was a 
very primitive set up. In winter, we had barely any heat because ",fear,0.40872442722320557,2
school,"his house 
of lice, head lice. Nothing unusual! My wonderful job was to clean them 
up in the evening. Have them all nice and clean. Send them off to school 
the next morning, only for them to come back with a new batch, which they 
picked up in school. So, it was an evening exercise to clean the children",neutral,0.40262383222579956,4
school,"ening. Have them all nice and clean. Send them off to school 
the next morning, only for them to come back with a new batch, which they 
picked up in school. So, it was an evening exercise to clean the children 
up. And I did that for several months helped with the children, helped 
with whatever had to b",neutral,0.6123079657554626,4
school,"tling behind me. I was with my girlfriend.  She turned around and she 
said turn around. I said no, I'm going to turn around. It's the boys from 
the school here, I'm not going to turn around, leave me alone. She had 
turned around for a whistle, you bet! Eventually, she took me by my 
shoulder and turned",fear,0.6124750971794128,2
school,"o see my mother, but we got in touch with, with the WIZO, 
and I couldn't go to Le Puy yet because the visa took me to another 
place, Mont. It was a school, and I didn't want to stay there. I 
complained I wanted to see my mother. 

So after a month or so, they took me to Le Puy, preparing me to go to 
s",sadness,0.69841069,5
school,"7 years old, and this was Les 
Grillons, Les Grillons, and at les Roches, there were too many boys. We 
had three of them in our house. And I went to school. There was a very 
well known College in Chambon-sur-Lignon, and the name of the town is 
Chambon-sur-Lignon. You know they have books about Chambon-",neutral,0.4309859573841095,4
school,"ally 
changed my life. And I really feel that they rescued me twice. 
﻿My name is Esther Schames and my maiden name was Esther Itzikovitz.

I went to school under my name in Lyon. I, this I remember, I went to 
school, and then the, I was friends with a girl who took me later on to 
the, to the farm, and ",joy,0.8445323705673218,3
school," twice. 
﻿My name is Esther Schames and my maiden name was Esther Itzikovitz.

I went to school under my name in Lyon. I, this I remember, I went to 
school, and then the, I was friends with a girl who took me later on to 
the, to the farm, and then I was hiding for four months. 

And that girl, which was",fear,0.6478538513183594,2
school,"th a girl who took me later on to 
the, to the farm, and then I was hiding for four months. 

And that girl, which was very friendly with me from the school, she took 
me to like a farm. And the name of the town, the little town was Chambon-sur-Lignon. 
But I remember the farm, it was in the middle of gre",fear,0.6237807869911194,2
school,"member that in a room with a couple families, and we prayed so hard, 
you know, to be, to ask God to help us. Another time, I never went to a 
Jewish school. And my Hebrew, it was very limited. But boy, did I pray. 
And then it was not too long afterward that they told me that the German, 
the Germans, ar",fear,0.6091119647026062,2
school,"it, because I knew there was no other way. I'd 
understood that, yeah.

Their daughter, they had boys and their daughter. I was friendly with her 
in school. That's why I met her. I used to, she used to come to us when 
we lived in that house in Villeurbanne, and I used to go to her. And 
that's why I met",neutral,0.4702048599720001,4
school,"dentity paper. My brother name was Jean Pierre 
Ladaire. My name was Regina Souvier. My sister was Ellen Souvier, and 
Nicole Souvier. I was going to school, mixed boy and girls. And my 
brother, being my brother, was after me, and everybody was laughing at 
me. Oh, your boyfriend is after you. Oh, your b",neutral,0.4828760027885437,4
school," Les Grillons, the 
crickets. And in that house was a cousin of my husband who came. He was a 
teacher.

He was a teacher in a very well-known French school, a high school, a 
private high school, and he felt that he could do something better during 
the war. And he asked my husband if he needed him. And ",disgust,0.3963193893432617,1
school,"the 
crickets. And in that house was a cousin of my husband who came. He was a 
teacher.

He was a teacher in a very well-known French school, a high school, a 
private high school, and he felt that he could do something better during 
the war. And he asked my husband if he needed him. And he said, 
natur",disgust,0.26991042494773865,1
school,"at house was a cousin of my husband who came. He was a 
teacher.

He was a teacher in a very well-known French school, a high school, a 
private high school, and he felt that he could do something better during 
the war. And he asked my husband if he needed him. And he said, 
naturally, I come without any",disgust,0.36013683676719666,1
school," walked for some one hour and one hour and a half. And then came into a 
farm. And these people in the farm had only one girl.

The girl was going to school. She was perhaps 12 or 13. He was probably 
18.

And the people said to him that he was welcome. But he would stay in the 
hay all day long. Shut up ",fear,0.33541375398635864,2
school," people in so it 
was a help

We must say that those people had a special culture because it is an old 
Protestant center and the Protestants went to school much longer than the 
others and then reading the bible also and reading the gospel they had a 
certain at that time you know in Catholic countries l",neutral,0.5495373606681824,4
school,"s Mrs. Grunhut and then I had 
among the 4 paying guests who were paying guests 2 Jews who were French 
Jews who didn't change their name who went to school my husband started 
with a friend and they were not they didn't feel in danger at all she 
said I was there for a long time in the house perhaps 1.5 ",fear,0.9864166975021362,2
school,"ere not scared yes so the 
French police also before my husband was arrested to see who was in the 
house so a day's routine.

I was teaching also in school, only a few hours let's say a third of the 
time.

You know it is very difficult to tell you because every day it was 
different as the food was very",fear,0.9860636591911316,2
school,"ithout being very much in danger when it was 
said that in all the classrooms you had to put the picture of Marechal 
Petain we did not do it and the school went on very well without the 
picture of Marechal Petain but many people thought it was necessary in 
other places they did it at the time and at th",fear,0.9869281649589539,2
school,"ame things about resistance 
and so on and so on he was the head of the thing and even the headmaster 
of the, who was arrested with him of the state school and the other one 
of our we were not so much involved in the village as he was he was the 
responsible but they were arrested too he was the inspire",anger,0.5408808588981628,0
school,"d in the village as he was he was the 
responsible but they were arrested too he was the inspirer yes I myself 
if I had been married to a elementary school teacher or even a college 
teacher in Le Chambon-sur-Lignon I could not have done what I did because 
it was the stature of minister's wife in such a",sadness,0.7871483564376831,5
school," course, but a few kilometers 
later it ended.

Well basically the story ends when the war was finished when the refugee 
problem was no more and the school continued in Le Chambon-sur-Lignon.
﻿My name is Nelly Trocme Hewett.

In 1941 I turned 14, 14.

My parents are Andre Trocme, born in France from a Fr",neutral,0.37327995896339417,4
school," because he was arrested 
with his colleague who had the same beliefs, Pastor Edouard Theis and 
with Monsieur Darcissac the headmaster of the public school in town, and 
they started creating like a university within walls. They gave music 
lessons, they gave literature lessons, they gave philosophy less",anger,0.7179937958717346,0
school,"is a perfect 
Christian? I'm sure that among the Jewish people too, I mean, there is 
the ideal and then there is what people really are.

There is a school which still exists now, called Le College Cevenol. It's 
called College, because in France, college are secondary schools. It is a 
secondary school ",neutral,0.7600966691970825,4
school," school which still exists now, called Le College Cevenol. It's 
called College, because in France, college are secondary schools. It is a 
secondary school which follows the national program, the national 
curriculum, to take the national exams in order to enter the French 
universities. So that's very i",neutral,0.5443093776702881,4
school,"am, the national 
curriculum, to take the national exams in order to enter the French 
universities. So that's very important for you to know how the school was 
established, because it falls into all this. One of the other things my 
parents tried to do for the community was to prevent the bright 
youngs",neutral,0.4606477916240692,4
school," this area to be sent as interns to the cities in order to 
continue their education that would lead them to the universities.  They 
needed really a school, a local school, different from the one that was 
already there, in order to stay home within the family. So my parents, 
and I was, fell into that g",fear,0.7059782147407532,2
school," sent as interns to the cities in order to 
continue their education that would lead them to the universities.  They 
needed really a school, a local school, different from the one that was 
already there, in order to stay home within the family. So my parents, 
and I was, fell into that group of students",fear,0.5882015228271484,2
school,"th, eighth, ninth, 10th grade, talking in American 
terms. So my parents, and mostly my mother's idea at first, joking, 
saying, Well, let's start at school. And this idea grew so that when I 
reached the age where I should go to seventh grade, there was indeed a 
school started, the College Cevenol in 19",joy,0.31689736247062683,3
school,"ing, 
saying, Well, let's start at school. And this idea grew so that when I 
reached the age where I should go to seventh grade, there was indeed a 
school started, the College Cevenol in 1939.  This school was unusual 
because it was coed, which did not exist in France at all at the time, 
and everybody",fear,0.6000844836235046,2
school," idea grew so that when I 
reached the age where I should go to seventh grade, there was indeed a 
school started, the College Cevenol in 1939.  This school was unusual 
because it was coed, which did not exist in France at all at the time, 
and everybody said it'll never work. It's impossible. And number",surprise,0.43005332350730896,6
school," which did not exist in France at all at the time, 
and everybody said it'll never work. It's impossible. And number two, 
instead of being a village school, it was a Protestant school, a 
Protestant prep school, and because it was starting in this village under 
the leadership of my father and Edouard Th",fear,0.5847206115722656,2
school,"ce at all at the time, 
and everybody said it'll never work. It's impossible. And number two, 
instead of being a village school, it was a Protestant school, a 
Protestant prep school, and because it was starting in this village under 
the leadership of my father and Edouard Theis, his colleague, who came",fear,0.5864967703819275,2
school," everybody said it'll never work. It's impossible. And number two, 
instead of being a village school, it was a Protestant school, a 
Protestant prep school, and because it was starting in this village under 
the leadership of my father and Edouard Theis, his colleague, who came in 
also as headmaster of ",fear,0.5700469017028809,2
school,"d because it was starting in this village under 
the leadership of my father and Edouard Theis, his colleague, who came in 
also as headmaster of the school, it was a school which really taught 
nonviolence, internationalism, humanitarian causes, and at the same time, 
taught the regular program of the sc",anger,0.3199078440666199,0
school,"starting in this village under 
the leadership of my father and Edouard Theis, his colleague, who came in 
also as headmaster of the school, it was a school which really taught 
nonviolence, internationalism, humanitarian causes, and at the same time, 
taught the regular program of the school system, all ",fear,0.28610873222351074,2
school,"ol, it was a school which really taught 
nonviolence, internationalism, humanitarian causes, and at the same time, 
taught the regular program of the school system, all right. Because that 
school was started just at that time, in '39, it profited immensely from 
the refugees who came in, because it was t",joy,0.507051945,3
school,"
nonviolence, internationalism, humanitarian causes, and at the same time, 
taught the regular program of the school system, all right. Because that 
school was started just at that time, in '39, it profited immensely from 
the refugees who came in, because it was there. There was a staff, that 
staff gre",disgust,0.3151765763759613,1
school," a job, a small job that 
didn't pay much. Meanwhile, the students who were refugees too came there 
and realized that as refugees, they could find a school and continue 
their education. And so they came.  If they could pay tuition, they did. 
If they couldn't, they didn't. So that school, that school gr",anger,0.3369034230709076,0
school,"ey could find a school and continue 
their education. And so they came.  If they could pay tuition, they did. 
If they couldn't, they didn't. So that school, that school grew and 
profited immensely from the refugees, and it very soon became a school of 
400 and some students, and it still is a school of ",fear,0.28684839606285095,2
school," a school and continue 
their education. And so they came.  If they could pay tuition, they did. 
If they couldn't, they didn't. So that school, that school grew and 
profited immensely from the refugees, and it very soon became a school of 
400 and some students, and it still is a school of 400 and some ",neutral,0.31450578570365906,4
school,"tion, they did. 
If they couldn't, they didn't. So that school, that school grew and 
profited immensely from the refugees, and it very soon became a school of 
400 and some students, and it still is a school of 400 and some students. 
Oh, yes, I was very aware that many of my classmates were Jews.

All r",neutral,0.3379727900028229,4
school,"hat school, that school grew and 
profited immensely from the refugees, and it very soon became a school of 
400 and some students, and it still is a school of 400 and some students. 
Oh, yes, I was very aware that many of my classmates were Jews.

All right, now, lots of things were going on in that town",fear,0.3635198473930359,2
school,"0 and some students. 
Oh, yes, I was very aware that many of my classmates were Jews.

All right, now, lots of things were going on in that town. The school was 
one thing, Protestant school with a staff of teachers, students, okay.  
My cousin was a professor, but it was a completely different story. Oka",disgust,0.8089011907577515,1
school,"as very aware that many of my classmates were Jews.

All right, now, lots of things were going on in that town. The school was 
one thing, Protestant school with a staff of teachers, students, okay.  
My cousin was a professor, but it was a completely different story. Okay, 
let me change now the picture,",disgust,0.5265300273895264,1
school," a staff of teachers, students, okay.  
My cousin was a professor, but it was a completely different story. Okay, 
let me change now the picture, the school is right here. We are talking 
of there.  As the refugee problem developed, my father and his friends 
looked for funds, because when you have a lot ",fear,0.473495752,2
school,"e ones. He was very good 
with the little ones. He gave support to the big ones. It was to make 
sure those kids were educated. Either went to public school or went to 
the College Cevenol, or went into training, like Jack Lewin, again, whom 
you have met this weekend, who was working with a carpenter, le",neutral,0.5403752326965332,4
home,"s little girl, there was this little redhead. She had come 
from Lyon. There was also a, you know, nice thing.

So after school, we used to then come home, and go keep the cows and the 
goats in the fields. And walk in the fields. It was very, I remember it 
was very beautiful.

The place was very beaut",joy,0.7733347415924072,3
home,"untry. 
 
Then the work began in Le Chambon-sur-Lignon.  Should I simply give you 
the chronology, how this proceeded?  We began to set up the second home 
in October.  One home, ""La Guespy"" had already been completed on May 16, 
1941.  This home was established through the initiative of Pastor Trocmé, ",fear,0.5987765192985535,2
home," began in Le Chambon-sur-Lignon.  Should I simply give you 
the chronology, how this proceeded?  We began to set up the second home 
in October.  One home, ""La Guespy"" had already been completed on May 16, 
1941.  This home was established through the initiative of Pastor Trocmé, 
the minister from Le C",fear,0.4364512264728546,2
home,"ology, how this proceeded?  We began to set up the second home 
in October.  One home, ""La Guespy"" had already been completed on May 16, 
1941.  This home was established through the initiative of Pastor Trocmé, 
the minister from Le Chambon-sur-Lignon.  He wanted to do something for 
the children who w",fear,0.41906481981277466,2
home,"é Inter-
Movements Auprès des Evacuées) tried to build something.  The Swiss 
Coalition for Relief to Child War Victims came to their aid. The first 
home was opened by CIMAD and the Secours Suisse aux Enfants.  CIMAD was 
able to liberate 16 young people from Gurs and they came to Le Chambon-sur-Lignon",joy,0.4290599226951599,3
home," Chambon-sur-Lignon had a college named Cévenol, and so 
the young people were able to carry on their studies.  That was the 
reason for building the home.  The home was run by a Spanish female 
refugee, a doctor, who also lived in France as a refugee.  There were 
others who worked as student aids, an ",joy,0.6679476499557495,3
home,"r-Lignon had a college named Cévenol, and so 
the young people were able to carry on their studies.  That was the 
reason for building the home.  The home was run by a Spanish female 
refugee, a doctor, who also lived in France as a refugee.  There were 
others who worked as student aids, an Austrian wh",joy,0.8424111604690552,3
home,"ce as a refugee.  There were 
others who worked as student aids, an Austrian who had studied law, and 
other personnel who lived in the village.  The home operated from May to 
October.  Then we were able to open the second home, ""L'Abric.""  We had 
taken the name from the ""patois"" spoken in this region",joy,0.5704774856567383,3
home,"an who had studied law, and 
other personnel who lived in the village.  The home operated from May to 
October.  Then we were able to open the second home, ""L'Abric.""  We had 
taken the name from the ""patois"" spoken in this region.  That is to say, 
when one is ""à l'abric,"" one is safe, sheltered.  This",joy,0.6309934854507446,3
home," from the ""patois"" spoken in this region.  That is to say, 
when one is ""à l'abric,"" one is safe, sheltered.  This is the name we 
wanted to give the home and that is why it was called L'Abric. And this 
home was set up largely for French children who were social cases, also 
for Jewish children from Fr",joy,0.532663882,3
home,"say, 
when one is ""à l'abric,"" one is safe, sheltered.  This is the name we 
wanted to give the home and that is why it was called L'Abric. And this 
home was set up largely for French children who were social cases, also 
for Jewish children from France, and others, and about two-thirds were 
from the ",neutral,0.5475032925605774,4
home,"lso 
for Jewish children from France, and others, and about two-thirds were 
from the cities.  They were supposed to be strengthened and were in the 
home from three to six months. 
 
The first winter was very difficult since we had no reserves.  We had no 
heating materials. We frequently had to try to",fear,0.6807580590248108,2
home," room.  For that reason, we had written to 
Rivesaltes, and not very pleasantly.    
 
That was the first contact.  Then in April, I had to leave the home for a 
while.  There was also a Swiss nurse who worked there and I left her 
alone at the home. Afterwards, I returned to Le Chambon-sur-Lignon. I 
c",sadness,0.3995620906352997,5
home," the first contact.  Then in April, I had to leave the home for a 
while.  There was also a Swiss nurse who worked there and I left her 
alone at the home. Afterwards, I returned to Le Chambon-sur-Lignon. I 
continued to resist and the total willingness on the part of the 
population was so great - we a",fear,0.4798649847507477,2
home,"ere able to rent another 
house, ""Le Faïdoli.""  Faïdoli is the name of a song that our children 
often sang and so we gave the house this name.  This home was set up to 
handle 45 to 50 children, and was ready for use by some of them in 
October or November. 
 
The heating system wasn't yet functioning ",fear,0.5175239443778992,2
home,"
handle 45 to 50 children, and was ready for use by some of them in 
October or November. 
 
The heating system wasn't yet functioning when the third home opened in 
October-November 1942.  At the same time, a carpentry studio was set up 
together with Pastor Trocmé's College Cévenol.  There already was",fear,0.564612865,2
home,"as opened.  The 
Agricultural school, or Ferme École, had eight cows, chickens, etc., and 
vegetables.  That was an additional way for the children's home to get 
milk, eggs, and vegetables. That was very important for us since we were 
offered a second possibility - to take on 15 young people from the ",joy,0.5558382868766785,3
home,"uld house 
children during the summer and even for longer periods with farmers.  We 
had around 20 children living with farmers, and then there was a home 
that belonged to the Salvation Army.  They had run it earlier but were no 
longer able to do so and they also took on 40 children.  That is, the 
ch",neutral,0.42118796706199646,4
home,"Protestant, perhaps for that reason he had 
more consideration with Protestant Le Chambon-sur-Lignon, no one knows 
for sure. He came and visited our home.  We repeated how concerned we 
were about our children.  He reassured us that it was just about paper 
control, they always said that.  That was on ",fear,0.6319048404693604,2
home,"o were to be taken.  There were 
about 50 policemen in four trucks who had come to the village to take 
these people, and the first action was at our home.  That's where they 
looked for people; they checked the (house) personnel's papers and the 
children's papers.  Now, we had already feared this situ",fear,0.9838994741439819,2
home,"; they checked the (house) personnel's papers and the 
children's papers.  Now, we had already feared this situation, and the 
director of the Guespy home wasn't there at the time so that I was able 
to take some of the children between ages 12 and 18, who might have been 
in danger, to L'Abric House in",fear,0.9790225625038147,2
home,"nce, the butcher, the hardware store owner, 
the coal man, the vegetable seller and the grocery man.  There was a 
natural connection and we all went home together.  That's when the 
grocery man would say perhaps: 'I have a few extra kilos of cheese that I 
can give you,' or 'I have some coal that I can",neutral,0.5233993530273438,4
home,"brated Christmas as part of a group in the large 
church community in the village. 

There were further distinctions here.  The children who could go home 
also had many problems, but they always had a contact with their parents.  
Then there was a group who couldn't write to their parents because they ",anger,0.3688487410545349,0
home," (Roger Le Forestier) was one of the two village 
doctors.  He had earlier worked with Albert Schweitzer in Africa.  He 
lived near us by the L'Abric home and we often had contact with him.  He 
was something of an optimist and was perhaps not always careful enough.  
One time, he drove to Le Puy and ha",fear,0.49118921160697937,2
home,"s as normal as possible. So came summer, we had 
to find a place to vacation.

And I think it was starting that summer after I left my grandparents' 
home, someone put my parents on to a little town about 60 kilometers 
above Saint-Étienne, named Le Chambon-sur-Lignon. Now to this day, 
Le Chambon-sur-L",fear,0.6185027360916138,2
home,"ion to Les Grillons was a good four 
or five kilometers. I mean, it was a long hike, up the mountain too, up 
the hill. So, I now find myself in this home together with about 15 or so 
kids in this home. Daniel Trocme was our shepherd who looked after us. He 
was a younger man, he was probably in his tw",fear,0.6008511781692505,2
home,"ometers. I mean, it was a long hike, up the mountain too, up 
the hill. So, I now find myself in this home together with about 15 or so 
kids in this home. Daniel Trocme was our shepherd who looked after us. He 
was a younger man, he was probably in his twenties, mid- to late 
twenties. He looked after ",neutral,0.4546149671077728,4
home,"We knew of 
other houses or homes and we knew that there were other kids living there 
but we didn't know who the kids were or what kid lived in what home so, 
and there were no organized activities to bring the kids from one home 
together with the kids of another home. 
 
I met Andre Trocme, well firs",fear,0.4761280119419098,2
home,"ing there 
but we didn't know who the kids were or what kid lived in what home so, 
and there were no organized activities to bring the kids from one home 
together with the kids of another home. 
 
I met Andre Trocme, well first of all Andre Trocme came and visited at 
Les Grillons on several occasions",fear,0.40385058522224426,2
