other_French_Locations,LAT,LON,ALT,Context,label,score,label_numeric
Gurs,43.27376,-0.74031,186,", donc, au même endroit, ce même village de 
Tence, il n'y a plus de canton, qu'il y avait un camp où se trouvaient 
des réfugiés juifs, pas des réfugiés, des réfugiés juifs allemands, qui 
avaient été envoyés par le camp de Gurs pour se refaire une santé.

Et en général, c'était des Juifs allemands qui étaient des vieilles 
personnes qui se sont retrouvées dans cet endroit. Et c'était un lieu-là 
qui s'appelait La Papeterie. Et ce camp, je crois, a ",neutral,0.6200693845748901,4
Lyon,45.74846,4.84671,173,"ne savoir pas à quelle date, comment ou en quelles circonstances, sinon 
qu'à travers les récits des historiens ou des tiers qui vous racontent la 
Shoah et la Treblinka.

Alors, 1944-1945, la libération, nous nous rendons à Lyon.  Nous vivons 
au Chambon-sur-Lignon, sous Lyon, des petits boulots. Des petits, je 
dirais, entre guillemets, sans un mauvais sens, des petits trafics. Comme 
il y avait de nombre d'enfants, ma mère était lingère.

Je vous ",neutral,0.9558367729187012,4
Lyon,45.74846,4.84671,173,"es circonstances, sinon 
qu'à travers les récits des historiens ou des tiers qui vous racontent la 
Shoah et la Treblinka.

Alors, 1944-1945, la libération, nous nous rendons à Lyon.  Nous vivons 
au Chambon-sur-Lignon, sous Lyon, des petits boulots. Des petits, je 
dirais, entre guillemets, sans un mauvais sens, des petits trafics. Comme 
il y avait de nombre d'enfants, ma mère était lingère.

Je vous ai parlé du Chambon-Sur-Lignon, je vous ai parlé",neutral,0.9783963561058044,4
Lyon,45.74846,4.84671,173," mais nous avons 
vécu dans des fermes à quelques kilomètres de Chambon-sur-Lignon. Et ça 
jusqu'à la Libération.

Alors pendant cette durée de 1942 à 1945, mon mari faisait de la 
résistance dans la Haute-Loire aux Puy et à Lyon. Et juste avant la 
Libération, les Allemands étaient encore aux Puy, ils occupaient une 
caserne. Mon mari a sorti un journal de la résistance qui s'appelait "" 
L'appel de la Haute-Loire "" et qui avait déjà les dimensions d",neutral,0.9757214188575745,4
Lyon,45.74846,4.84671,173,"ait juste un certificat 
d'études qu'on obtenait à 13 ou 14 ans.

Et là, il l'a bloqué à 9 ans, où il fallait sortir de l'école, où il 
fallait aller au collège. Donc ma fille est partie de 9 ans, après nous 
sommes partis à Lyon, en 1945. Donc on est partis depuis.

Ah oui, mon mari était rédacteur en chef de l'appel de Haute-Loire.

et puis peu de temps après la libération, ils sont venus les prendre là. 
On est venus nous chercher de Lyon, et je v",sad,0.9398300051689148,5
Lyon,45.74846,4.84671,173,"partis à Lyon, en 1945. Donc on est partis depuis.

Ah oui, mon mari était rédacteur en chef de l'appel de Haute-Loire.

et puis peu de temps après la libération, ils sont venus les prendre là. 
On est venus nous chercher de Lyon, et je vous ai raconté, avec une 
voiture qui ne voulait pas partir. Les paysans ont appelé des vaches dans 
cette voiture, et ils nous ont traînés pour qu'elle démarre.

Et on est partis comme ça, avec une vieille voiture b",sad,0.8935636878013611,5
Lyon,45.74846,4.84671,173,"avait franchi les Pyrénées à pied avec 
son membre artificiel, avait été rapatriée en France par des canots et 
déposée en Bretagne, avait sévi à travers toute la France, avait commencé 
sa carrière, d'ailleurs, dans l'OSS à Lyon, où elle avait été poursuivie 
en vain par Klaus Barbie, qu'ils appelaient la sorcière rousse, parce 
qu'elle a toujours échappé à ses pièges. 

Et donc, c'était une femme absolument fantastique, mais dont je ne savais 
pas ",neutral,0.9190146923065186,4
Lyon,45.74846,4.84671,173,"e, est arrivé, le 1er septembre, sont arrivés les blindés alliés, 
mais quand les blindés sont arrivés, la résistance française avait 
complètement libéré la route de l'intérieur, la route des Cévennes, 
depuis Nîmes jusqu'à Lyon. Saint-Étienne était libéré aussi. Il s'est 
passé, d'ailleurs, des exactions à Saint-Étienne avec des groupes plus ou 
moins incontrôlés, mais tout était libéré par conséquent.

de ce paysan qui m'a ouvert sa ferme, il sava",neutral,0.9665002226829529,4
Lyon,45.74846,4.84671,173,"d la guerre était finie, c'est alors 
que l'OSÉ, Oeuvre Secours aux Enfants, a probablement pris contact avec 
le Croix-Rouge pour savoir s'il y avait des enfants juifs, et c'est de là 
qu'ils nous ont emmenés en attendant à Lyon.

À Chambon sur Lignon, à part, naturellement, que tous les soirs, je 
pleurais parce qu'on n'avait pas nos parents, mais j'avais heureusement 
ma sœur. J'ai eu de beaux souvenirs aussi. C'était un très bel endroit.

On étai",sad,0.5693253874778748,5
Lyon,45.74846,4.84671,173,", avec YMCA, donc 
dans la rue, si on ne me demandera peut-être même pas mes papiers, 
puisqu'on verra que je fais partie d'un mouvement unioniste protestant.

Et je suis très, très, très heureux. Ma mère est avec mon père à Lyon.

De temps en temps, de temps en temps, je vois mes parents. Le téléphone, 
alors il y en avait peut-être un pour Mme Jouve dans son bureau, mais il 
n'y avait pas de téléphone. J'écrivais peut-être une lettre de temps en 
t",joy,0.8658643364906311,3
Lyon,45.74846,4.84671,173,"ages de 
Normandie. Et je l'ai appris le 6 juin 44, au matin, en allant à l'école.

Et ce jour-là, j'ai couru comme un fou retrouver mes parents, car, encore 
un coup de flaire de mon père, vers avril 44, je crois, il quitte Lyon 
avec ma mère. Et donc, mon père décide, avec ma mère, d'arriver au 
Chambon-sur-Lignon, à la campagne. Et ils ne sont pas très loin de moi, 
donc j'ai le bonheur d'avoir mes parents. Et le 6 juin 1944, je cours 
comme un fo",joy,0.9823119640350342,3
Lyon,45.74846,4.84671,173,"eis par les autorités de Vichy, interné pendant je crois plusieurs 
semaines et qui sur intervention de personnalité ont été libérés par les 
autorités de Vichy. 

Là nous sommes en 1943, mon père et ma mère qui habitaient à Lyon, je 
devrais même pas dire mon père, je devrais dire mon oncle, mon oncle et 
sa maîtresse ou ma mère et son amant sont montés me voir au Chambon sur Lignon 
et ils se sont aperçus ce jour là que je mangeais pas tellement à ",sad,0.7423765659332275,5
Lyon,45.74846,4.84671,173,"ant ce qui 
nous est aussi arrivé donc c'est que cette gouvernante qui était chez 
nous eu beaucoup de problèmes de santé elle avait été opérée d'abord une 
première fois à Saint-Etienne une deuxième fois elle était opérée à Lyon 
puis finalement elle est revenue dans un état épouvantable et ce qui fait 
qu'on a logé donc elle est venue loger chez nous avec nous parce qu'elle 
pouvait plus s'occuper de ma soeur et elle est venue loger avec nous dans ",sad,0.973919153,5
Lyon,45.74846,4.84671,173,"chose 
parce que à l'époque les paysans c'était des gens très gâtés comme il 
fallait des tickets d'alimentation pour tout ce qu'on voulait manger et 
les gens des villes venaient aussi des gens de Saint-Etienne les gens de 
Lyon venaient s'approvisionner sur place et en général ils faisaient ce 
qu'on appelle du troc ils apportaient des objets et quand il y avait des 
gens qui travaillaient dans des usines ils apportaient des produits de 
ces usines",neutral,0.9686965346336365,4
Marseille,43.29695,5.38107,28,"moi.

Elle était italienne et elle m'a enseigné l'italien. Je connaissais donc 
la grammaire, la littérature italienne.


﻿Je m'appelle Mireille Benveniste, née Nizar.


Quelques jours après, mon père a décidé qu'on quittait Marseille.

Et à partir de ce moment-là, ma sœur, qui était déjà réfugiée à Haute-Loire, 
nous avait fait parvenir une lettre par des amis, en disant qu'on 
pouvait venir là, que c'était tranquille. Alors, on a décidé de partir 
là, à",neutral,0.9553477764129639,4
Marseille,43.29695,5.38107,28,"t moi, j'ai continué ma philo par correspondance. Et entre-temps.

Alors là donc nous sommes arrivés à Fay-sur-Lignon en mars 43, avril, 
mai, c'est pas mal pas mal passé, enfin les gens savaient qu'on était des 
réfugiés de Marseille.

Il y avait d'autres réfugiés parce que la région de Haute-Loire avait été 
aussi désignée comme région pour éviter les bombardements aux petits-
enfants marseillais. Donc il y avait aussi un instituteur qui était là 
avec ",neutral,0.9802274107933044,4
Marseille,43.29695,5.38107,28," réfugiés parce que la région de Haute-Loire avait été 
aussi désignée comme région pour éviter les bombardements aux petits-
enfants marseillais. Donc il y avait aussi un instituteur qui était là 
avec des enfants sauvés de Marseille. Comme juifs je ne sais pas s'il y 
en avait, il y en avait dans le maquis pas mal et il y en avait surtout 
au Chambon-sur-Lignon, le Chambon-sur-Lignon qui était déjà bien habité 
par des familles juives.

Alors le mois de",neutral,0.8207229971885681,4
Marseille,43.29695,5.38107,28,"tine là était allée aux commissions et ils ont attendu mon 
père et mon frère qui sont revenus aussi, qui s'étaient promenés dans le 
village et qui sont revenus.

Le frère aîné, mon frère André. Ils ont dit on vous ramène à Marseille et 
à ce moment là, mon frère Maurice qui était plus jeune a dit mais je veux 
prendre la place de mon père, il a 60 ans, vous n'allez pas le prendre, 
emmenez-moi à sa place. Et alors là ils ont eu une hésitation mais ils 
",neutral,0.8778055906295776,4
Marseille,43.29695,5.38107,28,"ils 
ont dit non, c'est Arban et André Nizar qu'on va prendre et comme ils 
avaient un taxi à gazogène, il n'y avait que deux places si vous voulez, 
ils les ont emmenés.

Alors là ça a été la consternation.

Ils venaient de Marseille parce qu'ils ont été dénoncés par quelqu'un à 
Marseille. Mon père n'était pas très prudent, il mettait quelquefois son 
adresse au dos des lettres, il était un peu naïf je crois. 

Alors inutile de vous dire que ça a été un",sad,0.9579330086708069,5
Marseille,43.29695,5.38107,28,"ndre et comme ils 
avaient un taxi à gazogène, il n'y avait que deux places si vous voulez, 
ils les ont emmenés.

Alors là ça a été la consternation.

Ils venaient de Marseille parce qu'ils ont été dénoncés par quelqu'un à 
Marseille. Mon père n'était pas très prudent, il mettait quelquefois son 
adresse au dos des lettres, il était un peu naïf je crois. 

Alors inutile de vous dire que ça a été un choc épouvantable. Je me 
souviens que pendant quelques ",sad,0.7675336003303528,5
Marseille,43.29695,5.38107,28,"nt venus et quand ils ont vu le papier avec le tampon 
allemand et police allemande, ils ont dit on ne peut rien faire et alors 
ils sont partis comme ça. Moi mon frère André m'a glissé le nom d'une 
jeune amie qu'il avait à Marseille pour que je la prévienne qu'il était 
parti comme ça. Alors la vie a été, je ne peux pas vous dire, on était 
complètement désemparés.

Maman est allée au Puy voir le procureur de la république essayer de 
voir si on pouvait",sad,0.9637531638145447,5
Marseille,43.29695,5.38107,28,"on est allé à l'arrivée de tous les trains, des 
bateaux.

Alors notre vie, quand on n'a pas pu, on est resté jusqu'à la fin dans 
cette petite maison de paysans, disons, et puis vers octobre 44, un peu 
avant de revenir sur Marseille, on est revenu dans la maison où on avait 
laissé quelques affaires, on a payé ce qu'on devait, les enfants sont 
revenus du Collège Cévenol et on a décidé de rentrer à Marseille.

Alors à Fay-sur-Lignon, je vous ai dit, le ",neutral,0.8909783959388733,4
Marseille,43.29695,5.38107,28,"vers octobre 44, un peu 
avant de revenir sur Marseille, on est revenu dans la maison où on avait 
laissé quelques affaires, on a payé ce qu'on devait, les enfants sont 
revenus du Collège Cévenol et on a décidé de rentrer à Marseille.

Alors à Fay-sur-Lignon, je vous ai dit, le village n'était pas occupé par 
les Allemands, mais quand on a entendu que l'armée d'Afrique passait par 
Le Chambon-sur-Lignon, on est tous descendus sur des vélos, sur des 
char",neutral,0.8817625045776367,4
Marseille,43.29695,5.38107,28,"rettes, on est allé voir passer l'armée d'Afrique, c'est là que j'ai 
vu les premières jeeps et les premiers casques américains et c'était une 
joie merveilleuse quoi, mais pour nous une joie qui était. et quand on 
a su que Marseille était libérée le 25 août 44, on s'est dit maintenant 
il faut retourner sur Marseille, parce que on voulait d'abord savoir si 
la maison était debout.


﻿Je suis Roger Climaud, né le 12 février 1919, à Paris 9e, arrondisseme",joy,0.8898255825042725,3
Marseille,43.29695,5.38107,28," jeeps et les premiers casques américains et c'était une 
joie merveilleuse quoi, mais pour nous une joie qui était. et quand on 
a su que Marseille était libérée le 25 août 44, on s'est dit maintenant 
il faut retourner sur Marseille, parce que on voulait d'abord savoir si 
la maison était debout.


﻿Je suis Roger Climaud, né le 12 février 1919, à Paris 9e, arrondissement, 
et j'avais comme nom antérieur le nom de mon père, Kalimovitsky.

Et là, j'ai att",neutral,0.4756595492362976,4
Mulhouse,47.75205,7.32866,238,"des mots expliquer le bonheur 
de survivre à quelque chose qui vous paraissait totalement impossible 
totalement inconcevable.
﻿Francis Weill, Je suis né le 11 juin 1933, l'année où Hitler est venu au 
pouvoir.  Je suis né à Mulhouse, dans le département du Haut-Rhin, en 
Alsace, donc à la frontière avec l'Allemagne, la frontière entre la 
France et l'Allemagne.

Nous sommes arrivés dans un tout petit patelin, un petit village de une 
centaine d'habitant",joy,0.37469691038131714,3
Mulhouse,47.75205,7.32866,238,"suis aussi, et nous étions, nous, enfin, nous sommes 
allés à l'école. Et nous avons donc commencé à aller à l'école à 
l'époque, au mois d'octobre 1940. Mon frère aîné, donc, lui avait déjà eu 
une année scolaire complète à Mulhouse, ce qui fait que, pour lui, ça n'a 
pas été un problème.

Mon jeune frère, lui, débutait sa scolarité au mois d'octobre 1940, donc, 
c'était la première fois que lui allait à l'école. Et moi, je me suis 
retrouvé avec mon je",neutral,0.9681218266487122,4
Mulhouse,47.75205,7.32866,238,"

Donc, nous sommes restés à cet endroit pendant la guerre. Nous avons 
rencontré, au mois de septembre 1940, je pense, quelque chose de ce 
genre-là, des connaissances de mes parents, de mon père tout au moins, 
des gens de Mulhouse, qui étaient aussi venus dans cet endroit, mais eux, 
ils étaient venus, je dirais, plus à titre de touristes, parce qu'ils 
avaient trouvé refuge à Saint-Étienne. Et ce sont des gens qui nous ont 
indiqué qu'il y avait auss",neutral,0.9600206017494202,4
Mulhouse,47.75205,7.32866,238,"ersité de Grenoble.

Et donc il y a un certain nombre de leurs connaissances à ces gens-là qui 
sont aussi venus les rejoindre qui venaient de Troyes. Et c'était des 
gens qui étaient aussi ceux-là qui étaient originaires de Mulhouse 
puisque le père de ce M. Blum avait été rabbin de Mulhouse jusqu'en 1929.

Donc c'était aussi des gens que mon père connaissait. Et le beau-père de 
ce M. Blum avait été pharmacien à Mulhouse.

Donc c'est une fois de plus u",neutral,0.9830410480499268,4
Mulhouse,47.75205,7.32866,238,"rs connaissances à ces gens-là qui 
sont aussi venus les rejoindre qui venaient de Troyes. Et c'était des 
gens qui étaient aussi ceux-là qui étaient originaires de Mulhouse 
puisque le père de ce M. Blum avait été rabbin de Mulhouse jusqu'en 1929.

Donc c'était aussi des gens que mon père connaissait. Et le beau-père de 
ce M. Blum avait été pharmacien à Mulhouse.

Donc c'est une fois de plus une connaissance de mon père. Ce qui fait 
qu'après mon père ",neutral,0.9809227585792542,4
Mulhouse,47.75205,7.32866,238,"x-là qui étaient originaires de Mulhouse 
puisque le père de ce M. Blum avait été rabbin de Mulhouse jusqu'en 1929.

Donc c'était aussi des gens que mon père connaissait. Et le beau-père de 
ce M. Blum avait été pharmacien à Mulhouse.

Donc c'est une fois de plus une connaissance de mon père. Ce qui fait 
qu'après mon père rencontrait régulièrement ces gens-là et en les 
rencontrant il y avait d'autres informations qu'il pouvait avoir. Et ces 
gens étaie",neutral,0.9797338843345642,4
Mulhouse,47.75205,7.32866,238,"e 8 
mai 1945, donc c'était quand même avant l'armistice, et c'était au mois 
de février 1945.

Donc nous sommes restés à Tence jusqu'au mois d'octobre 1945, et nous 
sommes restés là-bas parce que nous étions originaires de Mulhouse, et il 
fallait voir pour mes parents d'aller repérer de nouveau pour savoir tout 
ce qu'il y avait ou tout ce qu'il n'y avait pas.

Alors nous, nous avons fait l'examen d'entrée en sixième, au Chambon-sur-Lignon, 
au collèg",neutral,0.9820402264595032,4
Mulhouse,47.75205,7.32866,238,", nous avons fait l'examen d'entrée en sixième, au Chambon-sur-Lignon, 
au collège Cévenol, et c'est avec les résultats de ce que nous 
avions fait là-bas, cet examen d'entrée, que nous avons été admis 
finalement au lycée à Mulhouse quand nous sommes arrivés.

Comme nous n'avions pas d'argent de reste, ma mère lavait son linge elle-
même. Et laver son linge, ça voulait dire qu'il fallait aller à la 
rivière. Alors on allait dans la rivière, il y avait u",neutral,0.9650985,4
Paris,48.85341,2.3488,42,"que tous les 
petits Français ont étudié.

J'ai eu l'occasion d'aller à la bibliothèque du collège de l'école, qui 
était une seule pièce. Et j'avais monsieur Schmitt, qui a été 
bibliothécaire à la Bibliothèque nationale de Paris. Donc une élite 
intellectuelle protestante était au Chambon-sur-Lignon.

Je savais déjà que ma mère s'est trouvée près de Sainte-Étienne. Pourquoi? 
Parce qu'on l'avait libérée du camp des Gurs.

Et par petite étape, elle s",neutral,0.9778307676315308,4
Paris,48.85341,2.3488,42,"mble.

Et alors il nous demandait de lui envoyer des colis. Et dans le village 
nous étions liés d'amitié avec le garagiste. Un garagiste qui s'appelait 
monsieur Exbraia.

Et maman lui a dit est-ce que vous pourriez aller à Paris, puisque vous 
n'êtes pas contrôlé en tant que juif, est-ce que vous pourriez aller à 
Paris porter un colis à Drancy, à mon mari et ce monsieur très gentiment. 
Il était charbonnier de son métier et garagiste. Donc il voyag",neutral,0.9550479054450989,4
Paris,48.85341,2.3488,42,"iés d'amitié avec le garagiste. Un garagiste qui s'appelait 
monsieur Exbraia.

Et maman lui a dit est-ce que vous pourriez aller à Paris, puisque vous 
n'êtes pas contrôlé en tant que juif, est-ce que vous pourriez aller à 
Paris porter un colis à Drancy, à mon mari et ce monsieur très gentiment. 
Il était charbonnier de son métier et garagiste. Donc il voyageait pas 
mal et il s'est chargé d'un énorme colis.

Il n'a pas pu voir mon père et mon frère",neutral,0.9400381445884705,4
Paris,48.85341,2.3488,42,"on 
a su que Marseille était libérée le 25 août 44, on s'est dit maintenant 
il faut retourner sur Marseille, parce que on voulait d'abord savoir si 
la maison était debout.


﻿Je suis Roger Climaud, né le 12 février 1919, à Paris 9e, arrondissement, 
et j'avais comme nom antérieur le nom de mon père, Kalimovitsky.

Et là, j'ai atterri au Chambon-sur-Lignon, où j'ai trouvé un accueil 
extraordinaire, tant de la population que des pasteurs.

Non, au Ch",neutral,0.5256674289703369,4
Paris,48.85341,2.3488,42,"oto était également 
prise au Chambon-sur-Lignon pendant la guerre et elle représente ma sœur 
entre mes parents donc mon père ma sœur et ma mère assises dans un champ. 
﻿Je m'appelle François Lecomte, né Lévis. Je suis né à Paris, le 25 
juillet 1929. 

J'ai pris le train. j'étais accompagné par une soeur, une belle soeur de 
ma chère Marie, qui avait accepté de m'emmener, et c'est ainsi que je 
suis arrivé, à Tence, dans ce fameux fief de Haute-Loir",neutral,0.9563555717468262,4
Paris,48.85341,2.3488,42,"hercher au Chambon-sur-Lignon, c'est le père de ma cousine 
Cloudy qui est venu m'en chercher. Parce qu'on trouvait effectivement que 
ça avait assez duré. ﻿Alors je m'appelle Simon Liwerant. Je suis né le 26 novembre 1928 à Paris 
dans le 12e arrondissement.

Il n'avait pas deux ans et demi.  Donc, l' OSE nous a pris et nous a 
envoyés, à un moment donné, dans un lieu dit en Haute-Loire, en pleine 
montagne. Ça s'appelait Les Digons.

Ça s'appelle to",neutral,0.9752703905105591,4
Paris,48.85341,2.3488,42,"ait des genets autour, il n'y avait 
rien. C'était vraiment une colline pierreuse, quoi. Et, bon, j'ai vu les 
gendarmes arriver, et ils sont rentrés à la maison, et le paysan m'a 
appelé.

Je suis rentré, d'où tu viens ? De Paris. Pourquoi ?

Je suis en vacances. Et comment que ça se fait que tu es venu jusqu'ici ? 
Qui c'est qui t'a emmené, tout ça ?

Je lui ai dit, écoutez, moi j'en sais rien, on m'a emmené, point final. 
Je suis là pour les vacanc",anger,0.6305361986160278,0
Paris,48.85341,2.3488,42,"i vraiment vous conseille, vous aide, vous devenez une jeune 
fille.  J'ai dû découvrir les choses par les livres, en demandant à 
droite, à gauche. ﻿Alors, je m'appelle Simon Serge Sobelman, je suis né le 14 juillet 1928 à 
Paris 9e.

Moi je connais un village, donc lui le savait, un village protestant, ça 
se situe en Haute Loire, au Chambon-sur-Lignon, et je sais qu'au 
Chambon-sur-Lignon, on protège et on cache des enfants juifs. Le bon prêtre, 
c",neutral,0.5439190864562988,4
Paris,48.85341,2.3488,42,"enu.

C'était un garçon merveilleux, un héros, un sadique. On peut dire un 
sadique.

Alors, je suis resté jusqu'à la libération. C'est-à-dire, fin août 44. 
C'est ça, fin août 44.

Enfin, on n'est pas rentré tout de suite à Paris, mais nous sommes 
rentrés vers le milieu du mois de septembre 44. Mais c'est au Chambon-
sur-Lignon que j'ai vu arriver la première armée française. D'abord, 
c'est au Chambon-sur-Lignon que j'ai appris le débarquement du 6",neutral,0.9456878900527954,4
Paris,48.85341,2.3488,42," de ma vie.

Ça c'est ma carte d'identité du Chambon sur Lignon pour l'année scolaire 
42-43, c'est une carte d'identité scolaire, elle n'a rien à faire avec 
l'état français mais elle porte mon vrai nom, né le 14 juillet 28 Paris 
9e, tout cela est parfaitement vrai et elle est signée en bas et contre-
signée sur la photo par le directeur de l'école monsieur Darcissac, 
monsieur Darcissac qui a fait partie des justes du Chambon sur Lignon, 
monsieur ",neutral,0.8520777821540833,4
Paris,48.85341,2.3488,42,"ui organisait les cours sur le niveau aussi je 
dirais de la vie religieuse nous avons eu dans le village la présence de 
quelqu'un qui s'appelait monsieur Robert Sommer et qui était quelqu'un de 
connu dans le milieu juif à Paris après-guerre et qui était le jean du 
grand Maniber le grand Maniber avait été le directeur du séminaire 
israélite de la rue Boclin et donc c'était des gens qui ont vécu avec 
nous dans ce village et nous avons donc eu des ",neutral,0.9305009841918945,4
Paris,48.85341,2.3488,42,"ons passé plusieurs 
nuits en attendant de savoir est-ce qu'il y avait encore risque ou pas.

Il s'appelait Dufault, je me rappelle très bien leur nom parce que lui 
était le petit neveu général Dufault dont il y a une rue à Paris qui va 
de la Madeleine jusqu'à la rue Cambon voilà aussi la façon que j'ai pour 
me rappeler du nom de ces gendarmes et c'était de très braves gens et à 
partir de ce moment là mes parents se sont mis à la recherche d'un au",neutral,0.9666642546653748,4
Paris,48.85341,2.3488,42,"er sur 
la plage. C'est tout. On ne les voyait jamais.

Il n'y avait pas d'occupation. Il n'y avait pas d'Allemands au 
Chambon-sur-Lignon. Jamais.

Donc je ne savais même pas ce que c'était. J'avais oublié. J'en avais vu 
à Paris, j'en avais vu à Saint-Étienne, mais non, ce n'était pas ma 
préoccupation du tout.

Et puis on prenait soin que ce ne soit pas ma préoccupation. On nous 
protégeait.

Et en fait, quand on était au Grillons, donc après le dé",sad,0.4872407019138336,5
Paris,48.85341,2.3488,42,"me souviens du 
nom du garçon de ma classe qui s'appelait Brissac. Et à ma droite, je ne 
me souviens absolument pas du nom du personnage. C'était entre 42 et 43.


﻿Je m'appelle Zelany, Michel. Je suis né le 1er juin 1932 à Paris, 20e.

Moi j'ai senti vraiment les effets de la résistance quand j'étais dans la 
région de Chambon-sur-Lignon. 

Alors justement, nous avons débarqué dans la région de Chambon-sur-Lignon. 
Et les gens qui étaient à Rouen on",neutral,0.9472328424453735,4
Paris,48.85341,2.3488,42," passait dans le monde, ah 
oui, la résistance, l'avance des Russes, tous les événements de la 
guerre. Nous étions l'oreille collée à la radio.

La libération, nous sommes repartis avec une camionnette à deux familles, 
sur Paris, nous sommes repartis sur Paris. 
",sad,0.6514973044395447,5
Paris,48.85341,2.3488,42," la résistance, l'avance des Russes, tous les événements de la 
guerre. Nous étions l'oreille collée à la radio.

La libération, nous sommes repartis avec une camionnette à deux familles, 
sur Paris, nous sommes repartis sur Paris. 
",neutral,0.5769244432449341,4
Puy,45.04366,3.88523,640,"primaire du village 
ou ce qu'on appelait ensuite le cours complémentaire les années ont passé 
très vite nous avons vécu là bas, la libération j'ai passé mon bac encore 
dans la France occupée je suis allé passer mon bac au Puy en vélo j'ai 
loué une bicyclette pour aller du Chambon-sur-Lignon au Puy et je puis 
vous dire que la montagne le massif central c'est très dur surtout sur 
une bicyclette louée dès 1940 et c'était donc 44 juin 44.

Le Cham",sad,0.647919238,5
Puy,45.04366,3.88523,640,"les années ont passé 
très vite nous avons vécu là bas, la libération j'ai passé mon bac encore 
dans la France occupée je suis allé passer mon bac au Puy en vélo j'ai 
loué une bicyclette pour aller du Chambon-sur-Lignon au Puy et je puis 
vous dire que la montagne le massif central c'est très dur surtout sur 
une bicyclette louée dès 1940 et c'était donc 44 juin 44.

Le Chambon-sur-Lignon avait, je vous l'ai déjà dit, la caractéristique 
d'avoir u",sad,0.8219668865203857,5
Puy,45.04366,3.88523,640,"moins 
dix ou quinze personnes que toute la famille a dû se rabattre sur cet 
appartement.

Donc, voilà dans quel état d'information et d'esprit ma mère et moi, nous 
vivions à cette époque.

Alors le bac en vélo, je vais au Puy et je passe le bac. Je dois vous 
dire d'abord que passer le bac au Puy suppose dormir au Puy. Or, puisque 
les examens s'étendaient, je ne me souviens plus, sur deux ou trois 
jours.

Et c'était encore l'ancien bac, premièr",neutral,0.5382211804389954,4
Puy,45.04366,3.88523,640," cet 
appartement.

Donc, voilà dans quel état d'information et d'esprit ma mère et moi, nous 
vivions à cette époque.

Alors le bac en vélo, je vais au Puy et je passe le bac. Je dois vous 
dire d'abord que passer le bac au Puy suppose dormir au Puy. Or, puisque 
les examens s'étendaient, je ne me souviens plus, sur deux ou trois 
jours.

Et c'était encore l'ancien bac, première partie. Le premier bac. Et je me 
souviens que j'avais été accueilli p",neutral,0.9494407176971436,4
Puy,45.04366,3.88523,640,"nc, voilà dans quel état d'information et d'esprit ma mère et moi, nous 
vivions à cette époque.

Alors le bac en vélo, je vais au Puy et je passe le bac. Je dois vous 
dire d'abord que passer le bac au Puy suppose dormir au Puy. Or, puisque 
les examens s'étendaient, je ne me souviens plus, sur deux ou trois 
jours.

Et c'était encore l'ancien bac, première partie. Le premier bac. Et je me 
souviens que j'avais été accueilli par une institutrice au",neutral,0.8501570224761963,4
Puy,45.04366,3.88523,640," Or, puisque 
les examens s'étendaient, je ne me souviens plus, sur deux ou trois 
jours.

Et c'était encore l'ancien bac, première partie. Le premier bac. Et je me 
souviens que j'avais été accueilli par une institutrice au Puy qui m'a 
logé pour me permettre de dormir et passer l'examen.

Et c'est une chose extraordinaire, je suis rentré au Chambon-sur-Lignon, 
bien entendu sans connaître le résultat. Et c'est elle qui m'a envoyé un 
télégramme au",neutral,0.6358741521835327,4
Puy,45.04366,3.88523,640,"ère André m'a glissé le nom d'une 
jeune amie qu'il avait à Marseille pour que je la prévienne qu'il était 
parti comme ça. Alors la vie a été, je ne peux pas vous dire, on était 
complètement désemparés.

Maman est allée au Puy voir le procureur de la république essayer de 
voir si on pouvait les faire libérer et gentiment il nous a dit que 
contre la police allemande ils ne pouvaient rien bien que ce soit quand 
même sous juridiction française. Al",sad,0.9703550934791565,5
Puy,45.04366,3.88523,640," tellement avec les éclaireurs, c'était avec un groupe 
qui se trouvait là. J'étais toujours en contact avec les éclaireurs, du 
fait que, si vous voulez, je les rencontrais ou à Saint-Étienne, ou à 
d'autres endroits, ou au Puy, ou à d'autres endroits, mais pas au 
Chambon-sur-Lignon même.

Et puis je n'étais plus sous le nom de Kalimovitsky, j'étais sous le nom 
de Jean-Charles Pierron, à l'époque.

J'avais changé de nom, j'avais des papiers faux,",neutral,0.9506998062133789,4
Puy,45.04366,3.88523,640," Gestapo, mais nous avons 
vécu dans des fermes à quelques kilomètres de Chambon-sur-Lignon. Et ça 
jusqu'à la Libération.

Alors pendant cette durée de 1942 à 1945, mon mari faisait de la 
résistance dans la Haute-Loire aux Puy et à Lyon. Et juste avant la 
Libération, les Allemands étaient encore aux Puy, ils occupaient une 
caserne. Mon mari a sorti un journal de la résistance qui s'appelait "" 
L'appel de la Haute-Loire "" et qui avait déjà les di",neutral,0.9647466540336609,4
Puy,45.04366,3.88523,640,"n-sur-Lignon. Et ça 
jusqu'à la Libération.

Alors pendant cette durée de 1942 à 1945, mon mari faisait de la 
résistance dans la Haute-Loire aux Puy et à Lyon. Et juste avant la 
Libération, les Allemands étaient encore aux Puy, ils occupaient une 
caserne. Mon mari a sorti un journal de la résistance qui s'appelait "" 
L'appel de la Haute-Loire "" et qui avait déjà les dimensions d'un journal 
normal.

Alors il fallait le diffuser au risque d'être p",neutral,0.9574663639068604,4
