toponym,resolved_name,latitude,longitude,emotion,confidence_score,context,context_length,emotion_numeric
France,France,46.603354,1.888334,neutral,0.54,"When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived.",358,4
Le Chambon-sur-Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,fear,0.98,"I was told to get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night.",313,2
Le Chambon-sur-Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,fear,0.96,"December 31, I was notified that I would be shipped 
off to another location. And I was put on a train. And on New Year's Eve, 
they explained to me that there would be fewer patrols and police out, 
checking people's, traveler's papers, identity papers. And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night.",445,2
Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.7,"Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only s",538,4
Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.7,"We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève).",579,4
Britain,Britain,55.378051,-3.435973,joy,0.85,"We're lucky because there's a shortwave radio in the house and we get news from Britain. It's in French, and we understand enough French now to know what they're saying. We think they're sending coded messages to the Resistance here in France. It's very exciting! We have newspapers here, too, so for the first time since we've been in Le Chambon, we can follow the news of the war.",382,3
France,France,46.603354,1.888334,neutral,0.0,,0,4
La Guespy,La Guespy,45.06081,4.302941,neutral,0.62,"I'm staying at La Guespy, which is a home for refugee kids 
like me. Lots of the kids are Jewish, but not all of them. Hanne and the others I came with are all 
staying here, too. Monsieur Bohny is head of all three Swiss Aid homes for refugee kids in Le 
Chambon. The lady who is in charge of us here at La Guespy is named Mademoiselle Usach. 
She never smiles. What a grouch! None of us like her. 
So far I've learned a few words of French. I have a nice teacher. Most of us don't know French. 
A nice Austrian refugee named Elisabeth, who speaks perfect French, is helping us communicate 
with the people here.",489,4
Chambon-sur-Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,fear,0.94,"So by late December, December 31, I was notified that I would be shipped off to another location. And I was put on a train. And on New Year's Eve, they explained to me that there would be fewer patrols and police out, checking people's, traveler's papers, identity papers. And I was told to get off at a place called Le Chambon-sur-Lignon. And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock in the morning. It was a bitter, cold night. And I was met there by a young man named Daniel Trocme, who then took me, and we had a very, very long walk through the night.",496,2
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,joy,0.91,"France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
wento sleep in the annex (I only s",542,3
La Guespy,,0.0,0.0,neutral,0.0,,0,4
France,France,46.603354,1.888334,neutral,0.5,"At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there.",300,4
Vichy,Vichy,46.1231,3.4247,neutral,0.77,"Kurt Grossmann. His mother disappeared like you. His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month. Mr. T. however takes them. 
Sunday, January 31, 1943",310,4
Les Grillons,"Les Grillons, Le Chambon-sur-Lignon",45.067148,4.316336,joy,0.94,"I arrived at St. Agrève at 11:49 p.m. The train did not go beyond there. Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). Now we still had to cover fifteen kilometers through the snow and a moonlit night. We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I went to sleep in the annex (I only saw Mr. T.). Sunday, January 17, 1943 I got up at the stroke of nine [in the morning] and little by little got acquainted in the kitchen. It was really very nice and clean. Later, I went to see Amedée, the boy who was to come here with me. I played and thought a lot about you. There are children here in various situations (some like me).",664,3
Le Puy,Le Puy-en-Velay,45.043703,3.885216,fear,0.97,"They're starting the bus. They say they're taking us to Le Puy, which is where the Nazis are. I'm scared.
Age 17, February 1943, LePuy-en-Velay, France 
The gendarmes have interrogated me and so have the Germans. I'm really lucky. For some 
reason, they've decided to let me go.",278,2
France,France,46.603354,1.888334,neutral,0.7,"When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève).",446,4
LePuy-en-Velay,Le Puy-en-Velay,45.043651,3.885222,fear,0.93,"They're starting the bus. They say they're taking us to Le Puy, which is where the Nazis are. I'm 
scared.
Age 17, February 1943, LePuy-en-Velay, France 
The gendarmes have interrogated me and so have the Germans. I'm really lucky. For some 
reason, they've decided to let me go. But not Martin. There's nothing I can do.",304,2
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,joy,0.97,"Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève).",578,3
France,France,46.603354,1.888334,neutral,0.72,"at the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m.",375,4
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.81,"Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express ...",600,4
Switzerland,Switzerland,46.818188,8.227512,fear,0.95,"Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple.",429,2
Annecy,Annecy,45.899247,6.129384,neutral,0.84,"I'm not supposed to understand 
German, I'm supposed to be a French Boy Scout just sitting here on the train going to Annecy. 
So I'd better not laugh at their jokes, even though they're really funny. 
I left Le Chambon for Switzerland right after getting my false papers.",292,4
Valence,"Valence, Drôme, Auvergne-Rhône-Alpes, France",44.933393,4.89236,fear,0.94,"Jean-Pierre, Pastor Trocme's son, and Marco Darcissac, the son of the schoolmaster, took me by bicycle all the way down the mountains to Valence, seventy kilometers! I was scared stiff! I had never gone down such steep mountains before on a bike. They left me with a lady in Valence. She took me to her brother, who was a pastor. I stayed for the whole weekend, and I even went to church with them! On Monday, another pastor came and we got on the train for Annecy, which is close to Switzerland.",440,2
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.0,,0,4
France,France,46.603354,1.888334,neutral,0.7,"packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something wa",514,4
sur-Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,fear,0.75,"And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls. And 
Daniel Trocme was our, call it then, then father.",501,2
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.0,,0,4
France,France,46.603354,1.888334,neutral,0.7,"At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something wa",451,4
Algiers,Algiers,36.752778,3.042222,neutral,0.79,"I love her and admire her so much, and she's always 
been so kind to me. Her husband is fighting the Germans with de Gaulle in Algiers. 
Maybe she can help me get out of France. 
I WENT TO MADAME PHILIP and I said, ""I would like to go to Algiers. I want to join de 
Gaulle. I want to fight."" But she said, ""No, you're going to Switzerland!"" 
Switzerland is a neutral country in the war, so Jews are safe from the Nazis there.",345,4
Switzerland,Switzerland,46.7985624,8.2319736,fear,0.97,"Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple. We were hidden for a while in 
Chambon, and surrounding with mostly Protestant farmers, or, you know, 
summer resident people.",453,2
France,France,46.603354,1.888334,neutral,0.7,"When I returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in luck. I quickly packed my suitcases so as to be able to leave early Saturday at 7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived.",388,4
German border,German-French Border,49.017429,7.133989,neutral,0.61,"watched him make a French carte d'identite, identity card, and a Boy Scout identification card. He took the picture off my German identification card that had the big J for Jewish on it, and he put the photo on my new ID. He had to make sure that the swastika came off. My new name is Jacques Levet, and it says on my ID card that I was born in Alsace-Lorraine. That's close to the German border, so it might explain my German accent if I'm stopped.",445,4
Alsace-Lorraine,Alsace-Lorraine,48.5,7.5,neutral,0.65,"Madame Philip and I sat at his dining-room table and watched him make a 
French carte d'identite, identity card, and a Boy Scout identification card. He took the picture 
off my German identification card that had the big J for Jewish on it, and he put the photo on my 
new ID. He had to make sure that the swastika came off. My new name is Jacques Levet, and it 
says on my ID card that I was born in Alsace-Lorraine. That's close to the German border, so it 
might explain my German accent if I'm stopped.",447,4
Le Chambon-sur-Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.0,,0,4
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.83,"Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
w...",507,4
La Guespy,La Guespy,45.06081,4.302941,neutral,0.65,"I'm in Le Chambon-sur-Lignon. It's way up on a high plateau in the mountains. It's beautiful here. What a difference from Gurs! I'm staying at La Guespy, which is a home for refugee kids like me. Lots of the kids are Jewish, but not all of them. Hanne and the others I came with are all staying here, too. Monsieur Bohny is head of all three Swiss Aid homes for refugee kids in Le Chambon. The lady who is in charge of us here at La Guespy is named Mademoiselle Usach. She never smiles. What a grouch! None of us like her. So far I've learned a few words of French. I have a nice teacher. Most of us don't know French. A nice Austrian refugee named Elisabeth, who speaks perfect French, is helping us communicate with the people here.",615,4
Camp de Gurs,Camp de Gurs,43.4147,-0.7954,neutral,0.71,"Well, this comes, the, in, in the camp, in Camp de Gurs, it was, it didn't really matter. So in, sometime in September of 1942, a woman came to see my parents. We visited, my mother came over to visit us. And we were told that somebody is coming from the OSE. I don't know if you heard about the OSE, which is Oeuvre de Secour aux Enfants. And she asked several people if they would like to send that, one of their children, if the child is young enough, to send them somewhere where they would be safe. And my mother and father said, I think we should. And I said I don't want to go out without my brother. And they said, oh, no. You gonna go. So",537,4
France,France,46.603354,1.888334,neutral,0.7,"At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m.",374,4
France,France,46.603354,1.888334,neutral,0.5,"At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there.",350,4
Massif Central,Massif Central,45.5,3.0,neutral,0.8,"It is located at about 3,000 feet elevation in the Massif Central, in the 
central mountain chain in France. Sort of isolated on a desolate plateau, 
very cold in the winter, windswept plateau. Agriculture was pretty 
rudimentary. 
But what made this village unusual was that in the country, that is 90% 
or 95% Catholic, this village was about 90% Protestant. And the 
villagers, under the leadership of their pastor, Andre Trocme, were 
inspired to live the Bible.",390,4
France,France,46.603354,1.888334,neutral,0.7,"I quickly packed my suitcases so as to be able to leave early Saturday at 7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived. Saturday, January 16, 1943 [ Le Chambon sur Lignon] I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the Marseilles to Paris express (travel, change train, bus, wrong [place?], Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at St. Agrève at 11:49 p.m. The train did not go beyond there.",410,4
Algiers,Algiers,36.7538,3.0588,joy,0.88,"Tomorrow I'm going to Madame Philip. I love her and admire her so much, and she's always 
been so kind to me. Her husband is fighting the Germans with de Gaulle in Algiers. 
Maybe she can help me get out of France. 
I WENT TO MADAME PHILIP and I said, ""I would like to go to Algiers. I want to join de 
Gaulle. I want to fight."" But she said, ""No, you're going to Switzerland!"" 
Switzerland is a neutral country in the war, so Jews are safe from the Nazis there. Madame Philip 
sent me to Pastor Theis, and he made me up some false papers.",429,3
Switzerland,Switzerland,46.818188,8.227512,fear,0.94,"Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple. We were hidden for a while in",437,2
England,England,52.3555177,-1.1743197,neutral,0.73,"who left France, in, under the 
Nazis' eyes of the airport in Lyon, and went to England, and from England 
to Algiers.  And the, his wife was really special to me, because she was 
like a mother to me. And I used to visit her almost every day.",266,4
Lyon,Lyon,45.75,4.85,fear,0.85,"He was minister of finance under de Gaulle, who left France, in, under the 
Nazis' eyes of the airport in Lyon, and went to England, and from England 
to Algiers.  And the, his wife was really special to me, because she was 
like a mother to me. And I used to visit her almost every day. And, so one, 
but before Mr. Philip, who was also a professor of economics of the 
University of Lyon, he came one night, and he, OK, had a big chariot with 
with two wheels, bicycle wheels on it, of potatoes, which was illegal to, 
to buy and hoard 'em in France.",510,2
New York,New York City,40.7128,-74.006,neutral,0.82,"was organized by the Swiss Red Cross children's help, with a, and the one 
who was in charge was a man with the name of Auguste Bohny. Somebody, he was 
just last year, he was honored by the B'nai B'rith here in New York. 
And we, he started this carpenter shop. And we, my brother and I, brother 
and I, who also came to Le Chambon, after a short while, and we worked there.",372,4
Algiers,Algiers,36.752778,3.042222,joy,0.92,"I love her and admire her so much, and she's always been so kind to me. Her husband is fighting the Germans with de Gaulle in Algiers. Maybe she can help me get out of France. I WENT TO MADAME PHILIP and I said, ""I would like to go to Algiers. I want to join de Gaulle. I want to fight."" But she said, ""No, you're going to Switzerland!"" Switzerland is a neutral country in the war, so Jews are safe from the Nazis there.",443,3
Gurs,Gurs internment camp,43.3239,-0.7527,sadness,0.91,I found an Austrian with whom I get along well and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where he has [contacts] and his father was released in one week! Lucky! Lucky!,318,5
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,joy,0.91,"Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
w ent to sleep in the annex (I only s",778,3
Camp de Gurs,Camp de Gurs,43.349027,-0.7511,neutral,0.7,"Well, this comes, the, in, in the camp, in Camp de Gurs, it was, it didn't really matter. So in, sometime in September of 1942, a woman came to see my parents. We visited, my mother came over to visit us. And we were told that somebody is coming from the OSE.",339,4
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,joy,0.98,"Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only s",794,3
University of Lyon,University of Lyon,45.729722,4.837778,neutral,0.79,"Amongst them was one who was, who was very special to me, especially his wife. His name was André Philip. He was minister of finance under de Gaulle, who left France, in, under the Nazis' eyes of the airport in Lyon, and went to England, and from England to Algiers.  And the, his wife was really special to me, because she was like a mother to me. And I used to visit her almost every day. And, so one, but before Mr. Philip, who was also a professor of economics of the University of Lyon, he came one night, and he, OK, had a big chariot with with two wheels, bicycle wheels on it, of potatoes, which was illegal to, to buy and hoard 'em in France. So he came. He says, you better come to, we were just at the dinner table. He says, you come and you better help us get these potatoes off the road. Or else I'm gonna go to jail.",623,4
Camp de Gurs,Camp de Gurs,43.316667,-0.733333,neutral,0.9,"Well, this comes, the, in, in the camp, in Camp de Gurs, it was, it didn't really matter. So in, sometime in September of 1942, a woman came to see my parents. We visited, my mother came over to visit us. And we were told that somebody is coming from the OSE. I don't know if you heard about the OSE, which is Oeuvre de Secour aux Enfants. And she asked several people if they would like to send that, one of their children, if the child is young enough, to send them somewhere where they would be safe. And my mother and father said, I think we should. And I said I don't want to go out without my brother. And they said, oh, no. You gonna go. So",508,4
Drancy,Drancy,48.9237,2.4457,fear,0.97,"This idyll didn't last too long, because already in July the French started collecting all the Jews for deportation to the either Drancy or to the east. And we were affected in Chambon.",211,2
Gurs,Gurs internment camp,43.280833,-0.773611,sadness,0.92,"Wednesday, January 20, 1943 
I go to school. Often think of you. I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month.",356,5
Auschwitz,Auschwitz concentration camp,50.0359,19.1783,sadness,0.99,"because at that time we 
knew already that my parents went to Drancy, and from Drancy to Auschwitz. 
We had known, because one of the girls who came out of Gurs with me, she went 
to visit her mother and saw my parents on the, in the, going onto the train to 
Drancy. 
Well, I cried. And I, I was besides myself. To lose my parents, that's, well, 
I didn't say, I wouldn't say lose. I, I, I didn't think they would be killed. 
But to don't know where my parents were, I was really besides myself, and so 
was my brother. So we didn't know what's next. What can we do next?",456,5
Laval,Pierre Laval,45.0333,3.0833,fear,0.97,"...somebody came and says, the Milice Laval, which is the, Laval, Laval was the president of France, which was equivalent to the Gestapo, and the gendarmerie are looking for all Jewish people. You better start hiding. So there are several homes from the Swiss Red Cross. And we, we went. The...",362,2
nice,,0.0,0.0,neutral,0.0,,0,4
Swiss,Switzerland,46.8182,8.2275,neutral,0.56,"Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland.",368,4
Gurs,Gurs internment camp,43.322778,-0.751389,sadness,0.91,"I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month.",368,5
France,France,46.603354,1.888334,neutral,0.7,"When I returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in luck. I quickly packed my suitcases so as to be able to leave early Saturday at 7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived. Saturday, January 16, 1943",344,4
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,joy,0.88,"Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocme. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Generale des Israelites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agreve).",523,3
Germany,Germany,51.165691,10.451526,sadness,0.91,"they thought nothing could happen to them when they got to 
France. They didn't realize that they would be picked up there just as 
well as they could have been in Germany or in Hungary or in Romania or 
anywhere else. 
And they never talked the language. And they were, they were easy prey 
for the Germans because they themselves didn't have enough, enough 
knowledge of a language. And if they spoke the language a little, they 
had a terrible accent. So they were immediately denounced. 
And the children were usually left? 
Sometimes. Sometimes not, depending. 
So part of the resistance was to work together and find farms for 
these children?",577,5
Poland,Poland,51.919438,19.145136,neutral,0.78,"I was welcomed in Maison des Roches, 
which means the house of rocks, which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available. And we did indeed attend school.",339,4
Grenoble,Grenoble,45.188529,5.724524,neutral,0.76,"And she took care of me for, for the weekend. And she took me to her brother, who was a pastor in another mountain village. And she took a, and then, it was a Monday she took us. She took me and another pastor who joined us there, took us to Grenoble, from Grenoble to Annecy.",272,4
