toponym,resolved_name,latitude,longitude,emotion,confidence_score,context,context_length,original_range,emotion_numeric
France,France,46.603354,1.888334,neutral,0.8,"e, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève",580,"[954, 2160]",4
Drancy,"Drancy, France",48.9258,2.4457,fear,0.84,"This idyll didn't last too long, because already in July the French 
started collecting all the Jews for deportation to the either Drancy or 
to the east. And we were affected in Chambon. 
Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result.",445,"[37756, 37762]",2
La Guespy,"La Guespy (historic children's home, Le Chambon-sur-Lignon, France)",45.0609,4.293,neutral,0.95,"I'm in Le Chambon-sur-Lignon. It's way up on a high plateau in the mountains. It's beautiful 
here. What a difference from Gurs! I'm staying at La Guespy, which is a home for refugee kids 
like me. Lots of the kids are Jewish, but not all of them. Hanne and the others I came with are all 
staying here, too. Monsieur Bohny is head of all three Swiss Aid homes for refugee kids in Le 
Chambon. The lady who is in charge of us here at La Guespy is named Mademoiselle Usach. 
She never smiles. What a grouch! None of us like her. 
So far I've learned a few words of French. I have a nice teacher. Most of us don't know French. 
A nice Austrian refugee named Elisabeth, who speaks perfect French, is helping us communicate 
with the people here.",600,"[19752, 20961]",4
Austrian,Austria,47.5162,14.5501,neutral,0.94,"I go to school. Often think of you. I found an Austrian with whom I get along well and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. His father [is] in [the French internment camp] Gurs. Later Mr. T. left for Vichy where he has [contacts] and his father was released in one week! Lucky! Lucky! Friday, January 22, 1943 The UGIF now sends me three hundred francs every month. Mr. T. however takes them.",446,"[14282, 14290]",4
Auschwitz,Auschwitz concentration camp,50.0274,19.2033,sadness,0.97,"Well, I guess. Oh, yes. We knew that it was critical, because at that time we knew already that my parents went to Drancy, and from Drancy to Auschwitz. We had known, because one of the girls who came out of Gurs with me, she went to visit her mother and saw my parents on the, in the, going onto the train to Drancy. Well, I cried. And I, I was besides myself. To lose my parents, that's, well, I didn't say, I wouldn't say lose. I, I, I didn't think they would be killed.",457,"[37784, 37793]",5
Le Chambon,"Le Chambon-sur-Lignon, Haute-Loire, France",45.064444,4.293056,joy,0.87,"Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
w",837,"[13933, 13943]",3
Drancy,"Drancy, France",48.923,2.4457,neutral,0.9,"This idyll didn't last too long, because already in July the French started collecting all the Jews for deportation to the either Drancy or to the east. And we were affected in Chambon. Now I have described the happenings from then, and my first flight to Switzerland over the mountains in a diary, and the consequent return by Swiss soldiers the same day that we arrived in Switzerland to France, and the arrest by the French customs officials, and eventually police, and returned to result. In 1941, in I think it was August. No. No. It was in November that we fled, to Switzerland. We crossed the Alps. It wasn't that simple.",547,"[37912, 37918]",4
Dr. Le Forestier,,0,0,neutral,0,,0,"[38796, 38812]",4
French,"French internment camp, Gurs, Pyrénées-Atlantiques, France",43.2904,-0.7351,sadness,0.89,"I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month. Mr. T. however takes them. 
Sunday, January 31, 1943 
Again another month begins and I am still without news from you.",462,"[2597, 3803]",5
Salvation Army,,0,0,neutral,0,,0,"[39276, 39290]",4
Camp de Gurs,"Camp de Gurs, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France",43.3768,-0.8031,neutral,0.88,"...Well, this comes, the, in, in the camp, in Camp de Gurs, it was, it didn't really matter. So in, sometime in September of 1942, a woman came to see my parents. We visited, my mother came over to visit us. And we were told that somebody is coming from the OSE. I don't know if you heard about the OSE, which is Oeuvre de Secour aux Enfants. And she asked several people if they would like to send that, one of their children, if the child is young enough, to send them somewhere where they would be safe. And my mother and father said, I think we should. And I said I don't want to go out without my brother. And they said, oh, no. You gonna go. So",541,"[38948, 38960]",4
Le Puy,"Le Puy-en-Velay, France",45.0436,3.8852,fear,0.98,"They're starting the bus. They say they're taking us to Le Puy, which is where the Nazis are. I'm 
scared.
Age 17, February 1943, LePuy-en-Velay, France 
The gendarmes have interrogated me and so have the Germans. I'm really lucky. For some 
reason, they've decided to let me go. But not Martin.",270,"[38693, 38699]",2
Milice Laval,,0,0,neutral,0,,0,"[38118, 38130]",4
French,France,46.603354,1.888334,sadness,0.76,"I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month. Mr. T. however takes them. 
Sunday, January 31, 1943 
Again another month begins and I am still without news from you.",482,"[9368, 9374]",5
Drancy,"Drancy, Seine-Saint-Denis, France",48.9245,2.4444,fear,0.93,"This idyll didn't last too long, because already in July the French 
started collecting all the Jews for deportation to the either Drancy or 
to the east. And we were affected in Chambon. 
Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August.",475,"[37774, 37780]",2
Pastor Trocme,André Trocmé,45.0671,4.2906,joy,0.86,"Shortly thereafter, Madam came to the camp 
in, in Rivesaltes. She was the chief of the Cimade in France. And Pastor Trocme 
himself. Pastor Trocme was the famous priest in Chambon-sur-Lignon who offered 
passive resistance against the Germans. A movie was made of Chambon-sur-Lignon 
where he is a prominent person in there. The book is called Lest Innocent Blood 
Be Shed, by Professor Hallie. Incidentally, I have that book. It should be 
available, but I have that. It is a heroic story of passive resistance, and a 
heroic story of saving 10,000 Jews that had passed through Chambon-sur-Lignon. 
I was one of them who passed through. They came, and they promised that they 
will get us out.",561,"[38778, 38791]",3
Le Chambon,,0,0,neutral,0,,0,"[1001, 2211]",4
Gurs,"Gurs internment camp, Pyrénées-Atlantiques, France",43.3486,-0.6628,sadness,0.93,"I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky!
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month.",439,"[37847, 37851]",5
Grenoble,"Grenoble, Isère, Auvergne-Rhône-Alpes, France",45.188529,5.724524,neutral,0.92,"And she took care of me for, for the weekend. And she took me to her brother, who 
was a pastor in another mountain village. And she took a, and then, it was a 
Monday she took us. She took me and another pastor who joined us there, took us 
to Grenoble, from Grenoble to Annecy. 
As a matter of fact, the French resistance in Le Chambon was very, very big too",324,"[40111, 40119]",4
Annecy,"Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France",45.899247,6.129384,neutral,0.83,"I'm trying so hard not to laugh. I can't even smile, because then the German soldiers sitting on 
the train all around me will realize that I understand their jokes. I'm not supposed to understand 
German, I'm supposed to be a French Boy Scout just sitting here on the train going to Annecy. 
So I'd better not laugh at their jokes, even though they're really funny. 
I left Le Chambon for Switzerland right after getting my false papers.",414,"[40143, 40149]",4
Alsace-Lorraine,,0,0,neutral,0,"My new name is Jacques Levet, and it 
says on my ID card that I was born in Alsace-Lorraine. That's close to the German border, so it 
might explain my German accent if I'm stopped. Pastor Theis says I can leave for Switzerland in 
a couple of days.
Age 17, April 1943, France 
I'm trying so hard not to laugh. I can't even smile, because then the German soldiers sitting on 
the train all around me will realize that I understand their jokes. I'm not supposed to understand 
German, I'm supposed to be a French Boy Scout just sitting here on the train going to Annecy. 
So I'd better not laugh at their jokes, even though they're really funny.",468,"[39802, 39817]",4
Swiss Red Cross,Swiss Red Cross,46.7985624,8.2319736,sadness,0.85,"So now we, in September or October, I don't recall which date it was or 
month, they, they gathered us together, and we went on a train with a nice 
young lady. Her name was Hirsch. And she took us by train to Toulouse. 
We stayed there overnight with a, a French, with a, a Swiss Red Cross, a 
children's help. And we stayed overnight. And then the next day, we went 
to the Le Chambon-sur Lignon, which is, was a haven for a lot of Jewish 
people. 
So this is when you separated from your parents? 
That's right, and from my brother. 
It was not easy for me. It was very hard for them. They knew this might be 
it. And my brother was, I said to my brother when I left, I said, I'll see 
what I can do to get you out when I'm there. Just let me get my feet on 
the ground. So I was in,  we, so we got to this home from the Swiss Red 
Cross. And we, it was a very small house up in the Mass",612,"[40937, 40952]",5
Switzerland,Switzerland,46.8182,8.2275,neutral,0.83,"...happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple. We were hidden for a while in 
Chambon, and surrounding with mostly Protestant farmers, or, you know, 
summer resident people. So it must have been summer, bec....",600,"[39651, 39662]",4
Valence,"Valence, Drôme, France",44.9333,4.8924,fear,0.91,"I left Le Chambon for Switzerland right after getting my false papers. They gave me a Boy Scout 
uniform to wear. That was my disguise. I had been in the Boy Scouts while I was in Le 
Chambon, but I didn't have a uniform, they were too expensive. Jean-Pierre, Pastor Trocme's 
son, and Marco Darcissac, the son of the schoolmaster, took me by bicycle all the way down the 
mountains to Valence, seventy kilometers! I was scared stiff! I had never gone down such steep 
mountains before on a bike. 
They left me with a lady in Valence. She took me to her brother, who was a pastor.",540,"[39987, 39994]",2
Salvation Army,"The Salvation Army (Christian charitable organization, specific farm near Le Chambon-sur-Lignon, France, WWII)",45.0608,4.2921,sadness,0.82,"I'm on a farm run by the Salvation Army. There are other kids here, but 
I miss Martin an awful lot. I wonder where he is. I work in the kitchen, and do what I can to help 
out. The people here are nice and the food is good, but I just can't stay here any longer. 
Tomorrow I'm going to Madame Philip. I love her and admire her so much, and she's always 
been so kind to me. Her husband is fighting the Germans with de Gaulle in Algiers. 
Maybe she can help me get out of France. 
I WENT TO MADAME PHILIP and I said, ""I would like to go to Algiers. I want to join de 
Gaulle.",451,"[39364, 39378]",5
Camp de Gurs,Camp de Gurs,43.3717,-0.6977,neutral,0.82,"the farmers were 
very good to the Jews there. 
Well, this comes, the, in, in the camp, in Camp de Gurs, it was, it 
didn't really matter. So in, sometime in September of 1942, a woman came 
to see my parents. We visited, my mother came over to visit us. And we 
were told that somebody is coming from the OSE. I don't know if you heard 
about the OSE, which is Oeuvre de Secour aux Enfants. And she asked 
several people if they would like to send that, one of their children, 
if the child is young enough, to send them somewhere where they would be 
safe. And my mother and father said, I think we should. And I said I don't 
want to go out without my brother. And they said, oh, no. You gonna go. So",527,"[41023, 41035]",4
Le Chambon,"Le Chambon-sur-Lignon, Haute-Loire, Auvergne-Rhône-Alpes, France",45.0542,4.2903,neutral,0.72,"Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there.",630,"[1001, 2211]",4
Le Chambon,,0,0,neutral,0,,0,"[41511, 41521]",4
Spain,Spain,40.463667,-3.74922,neutral,0.95,"which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available. And we did indeed attend school. 
I attended, for example, in the second grade in French. I was among little 
children, which they found very amusing. I didn't think so myself, but 
it was for the purpose of learning French. Of course, formal maths and 
other courses, I was in upper grades.",473,"[41184, 41189]",4
"Washington, DC","Washington, D.C., United States",38.89511,-77.03637,neutral,0.97,"Then Mademoiselle 
Usach and the other one, the girl next to her is Lilli Brown. Her name is Feihan now. 
She lives in Washington, DC. The next one is, the other little girl is Hanne 
Liebmann. Her name was Hanne Hirsch. She lives here in Bayside, New York, and the 
fellow is Manfred, don't remember his last name. 
That we came. Yeah, to Le Chambon. We were together for at least a year and a quarter.",389,"[41342, 41356]",4
"Bayside, New York","Bayside, Queens, New York, United States",40.7638,-73.7741,neutral,0.97,"Hanne Liebmann. Her name was Hanne Hirsch. She lives here in Bayside, New York, and the fellow is Manfred, don't remember his last name. 
That we came. Yeah, to Le Chambon. We were together for at least a year and a quarter. 
Oh his name is Manfred Goldberger. Now I remember. So we were close knit. 
This is me as a Boy Scout, leaving Le Chambon to go over the border to Switzerland. 
And I was very happy to leave, even though I left a lot of my friends behind. 
This is the dining room with the Swiss Red Cross flag and other flags from several 
nations, where some of the childrens came from. And to the right, you have the French 
colors. And I had some happy times in thi",600,"[41428, 41444]",4
Le Chambon,Le Chambon-sur-Lignon,45.060278,4.293889,joy,0.94,"Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m.",598,"[1001, 2211]",3
La Guespy,,0,0,neutral,0,,0,"[40262, 40271]",4
France,France,46.603354,1.888334,neutral,0,"Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something wa",600,"[954, 2160]",4
Switzerland,Switzerland,46.7985624,8.2319736,fear,0.95,"Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple. We were hidden for a while in 
Chambon, and surrounding with mostly Protestant farmers, or, you know, 
summer resident people. So it must have been summer, because it was summer 
residents were there.",595,"[41650, 41661]",2
Le Chambon,"Le Chambon-sur-Lignon, France",45.0547,4.2936,joy,0.91,"Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only s",690,"[1001, 2211]",3
Swiss Red Cross,"Swiss Red Cross (humanitarian organization, Geneva, Switzerland)",46.2044,6.1432,neutral,0.96,"We stayed there overnight with a, a French, with a, a Swiss Red Cross, a 
children's help. And we stayed overnight. And then the next day, we went 
to the Le Chambon-sur Lignon, which is, was a haven for a lot of Jewish 
people. 
So this is when you separated from your parents? 
That's right, and from my brother. 
It was not easy for me. It was very hard for them.",376,"[41709, 41724]",4
Le Chambon,,0,0,neutral,0,,0,"[1001, 1011]",4
Switzerland,Switzerland,46.8182,8.2275,neutral,0.93,"in Chambon. 
Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple. We were hidden for a while in 
Chambon, and surrounding with mostly Protestant farmers, or, you know, 
summer resident people.",535,"[28340, 28351]",4
Swiss Red Cross,Swiss Red Cross,46.8182,8.2275,joy,0.74,"with a, a Swiss Red Cross, a 
children's help. And we stayed overnight. And then the next day, we went 
to the Le Chambon-sur Lignon, which is, was a haven for a lot of Jewish 
people. 
So this is when you separated from your parents? 
That's right, and from my brother. 
It was not easy for me. It was very hard for them. They knew this might be 
it. And my brother was, I said to my brother when I left, I said, I'll see 
what I can do to get you out when I'm there. Just let me get my feet on 
the ground. So I was in,  we, so we got to this home from the Swiss Red 
Cross. And we, it was a very small house up in the Mass",503,"[40382, 40397]",3
Valence,"Valence, Drôme, Auvergne-Rhône-Alpes, France",44.9333,4.8924,fear,0.91,"Le Chambon, but I didn't have a uniform, they were too expensive. Jean-Pierre, Pastor Trocme's 
son, and Marco Darcissac, the son of the schoolmaster, took me by bicycle all the way down the 
mountains to Valence, seventy kilometers! I was scared stiff! I had never gone down such steep 
mountains before on a bike. 
They left me with a lady in Valence. She took me to her brother, who was a pastor. I stayed for 
the whole weekend, and I even went to church with them! On Monday, another pastor came and 
we got on the train for Annecy, which is close to Switzerland. 
The train is stopping. I reach up for my knapsack, and one of the German soldiers helps me with 
it! If he only knew who I really was!",634,"[28515, 28522]",2
Camp de Gurs,"Camp de Gurs, Pyrénées-Atlantiques, France",43.3667,-0.7333,neutral,0.92,"Well, this comes, the, in, in the camp, in Camp de Gurs, it was, it didn't really matter. So in, sometime in September of 1942, a woman came to see my parents. We visited, my mother came over to visit us. And we were told that somebody is coming from the OSE. I don't know if you heard about the OSE, which is Oeuvre de Secour aux Enfants. And she asked several people if they would like to send that, one of their children, if the child is young enough, to send them somewhere where they would be safe. And my mother and father said, I think we should. And I said I don't want to go out without my brother. And they said, oh, no. You gonna go.",441,"[41087, 41099]",4
Valence,"Valence, Drôme, France",44.9333,4.8924,fear,0.92,"Jean-Pierre, Pastor Trocme's 
son, and Marco Darcissac, the son of the schoolmaster, took me by bicycle all the way down the 
mountains to Valence, seventy kilometers! I was scared stiff! I had never gone down such steep 
mountains before on a bike. 
They left me with a lady in Valence. She took me to her brother, who was a pastor. I stayed for 
the whole weekend, and I even went to church with them! On Monday, another pastor came and 
we got on the train for Annecy, which is close to Switzerland. 
The train is stopping. I reach up for my knapsack, and one of the German soldiers helps me with 
it! If he only knew who I really was!",599,"[28589, 28596]",2
Annecy,"Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France",45.8992,6.1296,neutral,0.91,"I'm not supposed to understand 
German, I'm supposed to be a French Boy Scout just sitting here on the train going to Annecy. 
So I'd better not laugh at their jokes, even though they're really funny. 
I left Le Chambon for Switzerland right after getting my false papers. They gave me a Boy Scout 
uniform to wear. That was my disguise. I had been in the Boy Scouts while I was in Le 
Chambon, but I didn't have a uniform, they were too expensive.",446,"[28272, 28278]",4
Annecy,"Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France",45.8992,6.1296,neutral,0.99,"I'm trying so hard not to laugh. I can't even smile, because then the German soldiers sitting on 
the train all around me will realize that I understand their jokes. I'm not supposed to understand 
German, I'm supposed to be a French Boy Scout just sitting here on the train going to Annecy. 
So I'd better not laugh at their jokes, even though they're really funny. 
I left Le Chambon for Switzerland right after getting my false papers. They gave me a Boy Scout 
uniform to wear. That was my disguise.",386,"[28707, 28713]",4
Switzerland,Switzerland,46.8182,8.2275,neutral,0.98,"Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple. We were hidden for a while in 
Chambon, and surrounding with mostly Protestant farmers, or, you know, 
summer resident people. So it must have been summer, because it was summer 
residents were there. ",625,"[28731, 28742]",4
Camp de Gurs,"Camp de Gurs, France",43.2928,-0.6185,sadness,0.86,"Well, this comes, the, in, in the camp, in Camp de Gurs, it was, it didn't really matter. So in, sometime in September of 1942, a woman came to see my parents. We visited, my mother came over to visit us. And we were told that somebody is coming from the OSE. I don't know if you heard about the OSE, which is Oeuvre de Secour aux Enfants. And she asked several people if they would like to send that, one of their children, if the child is young enough, to send them somewhere where they would be safe. And my mother and father said, I think we should. And I said I don't want to go out without my brother.",537,"[29150, 30362]",5
France,France,46.603354,1.888334,neutral,0.87,"returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?],",508,"[954, 960]",4
Le Chambon-sur-Lignon,"Le Chambon-sur-Lignon, Haute-Loire, Auvergne-Rhône-Alpes, France",45.0617,4.2931,joy,0.71,"And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls. And 
Daniel Trocme was our, call it then, then father. He was the, 
our supervisor and the m",602,"[14471, 14492]",3
Le Chambon,"Le Chambon-sur-Lignon, Haute-Loire, Auvergne-Rhône-Alpes, France",45.0604,4.2937,neutral,0.86,"Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. ",629,"[28972, 28982]",4
OSE,Œuvre de secours aux enfants (OSE),48.8797,2.3486,neutral,0.82,"I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls. And 
Daniel Trocme was our, call it then, then father. He was the, 
our supervisor and the man who ran that particular home.",459,"[29419, 29422]",4
Le Chambon-sur Lignon,,0,0,neutral,0,,0,"[29605, 29625]",4
French,French internment camp Gurs,43.3231,-0.6526,sadness,0.87,"Wednesday, January 20, 1943 
I go to school. Often think of you. I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month.",478,"[41798, 41804]",5
Le Chambon,"Le Chambon-sur-Lignon, Haute-Loire, France",45.0607,4.293,joy,0.82,"Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only s",637,"[1001, 1020]",3
OSE,Œuvre de Secours aux Enfants (OSE),48.872063,2.355052,neutral,0.93,"And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls. And 
Daniel Trocme was our, call it then, then father. He was the, 
our supervisor and the man who ran that particular home. 
Later on I found out that he was the cousin of the pastor of the Le 
Chambon, whose name was Andre Trocme. At first I didn't know where I was, 
what it was. I discovered later, especially after the war, many years 
after the war, that Le Chambon was a most unique village in France. 
It is located at about 3,000 feet elevation in the Massif Central, in the 
central mountain chain in France. Sort of isolated on a desolate plateau, 
very cold in the winter, windswept plateau. Agriculture was pretty 
rudimentary. 
But what made this village unusual was that in the country, that is 90% 
or 95% Catholic, this village was about 90% Protestant.",1021,"[4020, 5223]",4
